Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł317,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł317,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,21-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025771398,Ł317,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł317,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł316,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł316,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł316,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł316,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł316,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł315,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł315,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł315,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł315,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł315,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł315,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł314,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł314,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł314,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł314,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł314,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł314,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł313,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł313,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł313,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł313,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł313,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł313,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł312,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł312,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł312,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł312,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł312,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł311,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł311,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł311,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł311,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł311,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł311,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł311,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł311,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł310,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł310,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł310,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł310,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł310,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł310,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,SHARED SERVICES,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł310,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł310,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł310,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł309,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł309,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł309,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł309,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł309,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł308,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł308,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł308,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł308,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł308,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,26-Jun-12,PROFESSIONAL FEES,COO,PRESTIGE NETWORK LTD,2025789623,Ł308,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł308,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł308,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł308,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł308,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł307,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł307,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł307,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł307,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł307,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł307,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł306,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł306,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł306,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł306,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł306,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł306,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł306,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł306,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł306,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł306,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł306,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł305,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,14-Jun-12,CONTRACTED OUT SERVICES,COO,CAPITA BUSINESS SERVICES LTD,2025686289,Ł305,Record Storage,Record Storage,Record Storage
Department for Work and Pensions,Corporate,22-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł305,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł305,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł305,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł305,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł305,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł304,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł304,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł304,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł304,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł304,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł304,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł304,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł303,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł303,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł303,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł303,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł303,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł303,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł303,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł303,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł303,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł303,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł303,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł303,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,OTHER GOODS AND SERVICES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł302,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,SHARED SERVICES,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł302,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,22-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł302,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł302,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł302,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł302,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł302,Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł302,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł302,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł302,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł302,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł301,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł301,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł301,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,26-Jun-12,PROFESSIONAL FEES,COO,PRESTIGE NETWORK LTD,2025789623,Ł301,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł301,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł301,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł301,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł301,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł300,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł300,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł300,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Employment Programmes,19-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025702495,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025631918,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025772962,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025772962,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025768982,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,08-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025614518,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025778884,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,29-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025854456,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025631918,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025631918,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025697013,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025768982,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025768982,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025553565,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,29-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025854456,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,29-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025854456,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,19-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025702495,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025685884,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025697013,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025768982,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025608677,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025608677,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025778884,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025778884,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
