Department,Entity,Date,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,EA,01/05/2015,HR Wallingford Ltd,1354097,"94,812.00",Modelling and Decision Support Framework support and maintenance - Year 3,OX10 8BA,,,Administration,,,
DEFRA,EA,12/05/2015,Halcrow Group Ltd,1354758,"32,347.87",National construction design and management co-ordinators Programme - Anglian Region,W6 7EF,30384994,,Administration,,,
DEFRA,EA,12/05/2015,Post Office Ltd,1355035,"327,101.03",Post Office commission for rod licence sales - 2014-15 season,PE4 5PG,30180918,,Administration,,,
DEFRA,EA,19/05/2015,Western Power Distribution,1350626,"72,162.42",Diversionary works at Haven Road,PL4 0YU,,IMSW001349,Project,,,
DEFRA,EA,01/05/2015,Balfour Beatty Civils Ltd,1354086,"204,649.36","""Lincshore"" beach renourishment",DN18 5BW,30142670,IMAN001844,Project,,,
DEFRA,EA,01/05/2015,VWR International Ltd,1354284,"29,585.39",Laboratory chemicals and consumables,LE17 4XN,30369245,,Administration,,,
DEFRA,EA,26/05/2015,JacksonHyder Ltd,1356960,"107,380.08",Anglian Waterways Package,IP1 5LT,30395082,IMAN000552,Project,,,
DEFRA,EA,07/05/2015,Halcrow Group Ltd,1354757,"43,925.85",National Construction Design and Management Coordinator Programme,W6 7EF,30384994,,Administration,,,
DEFRA,EA,21/05/2015,EDF Energy Plc,1357374,"31,329.43",Electricity supplied to the Thames Barrier,PL3 5ZN,30400273,,Administration,,,
DEFRA,EA,14/05/2015,Halcrow Group Ltd,1356665,"53,936.40",Emergency Asset Inspections - March 2015,W6 7EF,30384994,HOOP000231,Project,,,
DEFRA,EA,01/05/2015,Tony Hole Marine Ltd,1353067,"98,970.73","Service, inspection, maintenance and repair of fleet vessels",PL9 7HP,30322647,,Administration,,,
DEFRA,EA,19/05/2015,Hitachi Capital Commercial Vehicle Services,1357118,"273,814.26","Service, inspection, maintenance and repair of Agricultural and Construction Plant - April 2015",BA14 8QU,30318149,,Administration,,,
DEFRA,EA,01/05/2015,Hitachi Capital Vehicle Solutions Ltd,1351822,"27,569.45","Management Fees - Vehicles Service, Repair and Maintenance - April 2015",RG14 2NU,30340333,,Administration,,,
DEFRA,EA,07/05/2015,Interserve FM Ltd,1355249,"278,586.34",Facilities management - Additional Variable Services Charges - April 2015,BS32 4NH,30369825,,Administration,,,
DEFRA,EA,07/05/2015,Briggs Marine Contractors Ltd,1355364,"27,166.50",Marine Vessel Maintenance Services fuel charge - March 2015,KY3 9AX,30277423,HORES00015,Project,,,
DEFRA,EA,26/05/2015,Environmental Scientifics Group,1359376,"77,696.41",Independent Monitoring of Radioactivity in the Environment,DE15 0YZ,30366544,HOOP000055,Project,,,
DEFRA,EA,01/05/2015,LGC Ltd,1354059,"44,821.03",Independent Analysis of Radioactivity in Effluent Samples,TW11 0LY,30366547,HOOP000055,Project,,,
DEFRA,EA,05/05/2015,Ricardo AEA Ltd,1354513,"69,524.40",Climate Change administration consultancy - March 2015,OX11 0QJ,30372742,,Administration,,,
DEFRA,EA,21/05/2015,VBA Joint Venture Ltd,1347591,"142,867.32",Wessex Reservoir Improvements,EN11 9BX,30398134,IMSW002091 | IMSW002093 | IMSW002113,Project,,,
DEFRA,EA,26/05/2015,Capita Business Services Ltd,1358511,"97,113.88",Temporary staff charges - interim managers and specialist contractors - May 2015 ,SW1P 2AF,30410440,,Administration,,,
DEFRA,EA,05/05/2015,Halcrow Group Ltd,1354326,"27,799.02","""State of the Nation"" topographic surveys - North West",W6 7EF,30384988,FCPMM00285B00,Project,,,
DEFRA,EA,26/05/2015,Climate UK,1358604,"25,200.00",Climate Ready (Enhanced Adaptation Programme) Funding ,SW1P 2AL,,EBPCC11003,Project,,,
DEFRA,EA,07/05/2015,Land & Water Services Ltd,1355464,"115,745.42",Rivers Parrett and Tone dredging ,GU5 9AF,30394348,IMSW002141,Project,,,
DEFRA,EA,01/05/2015,Information Processing Ltd,1353545,"43,500.00",Project - Creating asset management capacity,BA1 5LR,30418286,FCPAM00093L02,Project,,,
DEFRA,EA,26/05/2015,Team Van Oord,1359365,"327,540.68",Exeter Flood defence scheme,BN5 9XQ,30384997,IMSW001349,Project,,,
DEFRA,EA,01/05/2015,BMM JV Ltd,1354024,"686,296.88",Asset recovery programme - Wessex,GU15 3XW,30395760,IMSW002144 | IMSW002124,Project,,,
DEFRA,EA,21/05/2015,HR Wallingford Ltd,1357756,"165,315.60","""State of the Nation"" assessment of flood risk for England, to provide a current picture of flood risk",OX10 8BA,,FCPMM00285B00,Project,,,
DEFRA,EA,12/05/2015,Capita Symonds Ltd,1355739,"46,115.32",Asset recovery programme - South,DL1 9HN,30384993,IMHO000035,Project,,,
DEFRA,EA,12/05/2015,Capita Symonds Ltd,1355741,"87,521.10",Newhaven flood alleviation scheme,DL1 9HN,30384993,IMSE100229,Project,,,
DEFRA,EA,05/05/2015,Halcrow Group Ltd,1354619,"38,947.81",Project Management Secondment - March 2015,W6 7EF,30384994,,Administration,,,
DEFRA,EA,26/05/2015,UK Flood Barriers Ltd,1358842,"34,476.00",Flood defence work Chew Magna - April 2015,WR9 0NX,30295946,IMSW002152,Project,,,
DEFRA,EA,07/05/2015,Capita Symonds Ltd,1355084,"43,815.10",Anglian Eel Pass works - March 2015,DL1 9HN,30384993,IMAN002798,Project,,,
DEFRA,EA,01/05/2015,Workman LLP,1354635,"31,916.40",Apollo Court damages,SN1 1DA,,,Administration,,,
DEFRA,EA,07/05/2015,Halcrow Group Ltd,1355272,"53,563.20",Appraisal at Sowy and King's Sedgemoor drain,W6 7EF,30384994,IMSW002145,Project,,,
DEFRA,EA,21/05/2015,Halcrow Group Ltd,1357653,"61,041.60",Somerset Levels Moors and Modelling,W6 7EF,30384994,IMSW002146,Project,,,
DEFRA,EA,12/05/2015,GBV JV Ltd,1353536,"35,710.93",River Mersey Warrington Flood risk scheme,RH1 1LQ,30393506,IMNW000699,Project,,,
DEFRA,EA,14/05/2015,Kier MG Ltd,1351411,"45,000.00",Electrical maintenance of assets - South West,EX5 1EW,30346257,IMSW002149,Project,,,
DEFRA,EA,19/05/2015,Eriks UK,1349997,"33,123.96",Supply of six off-foul water pumps located in the sumps of the Thames Barrier upriver and downriver tunnels,B62 8WG,,IMSE500072,Project,,,
DEFRA,EA,07/05/2015,JacksonHyder Ltd,1354831,"261,617.98",Asset recovery programme - Trent,IP1 5LT,30395082,IMMI001502,Project,,,
DEFRA,EA,07/05/2015,Mott Macdonald Ltd,1355152,"65,477.20",Shoreham Adur tidal walls scheme,LS10 1JR,30384996,IMSO000648,Project,,,
DEFRA,EA,14/05/2015,Jeremy Benn Associates Ltd,1356391,"33,871.30",Consultancy support for Realistic Planning Scenarios for Flood coastal risk management,BD23 3AE,30384990,HOEV101103,Project,,,
DEFRA,EA,01/05/2015,VBA Joint Venture Ltd,1345584,"1,072,537.60",Asset recovery programme - North East,EN11 9BX,30398134,IMNE790505,Project,,,
DEFRA,EA,21/05/2015,Ecology Consultancy,1358656,"32,580.00",Vegetation clearance and reptile translocation,SE1 1XF,,IMTH001368,Project,,,
DEFRA,EA,01/05/2015,BMM JV Ltd,1354022,"994,044.60",Asset recovery programme - Cornwall,GU15 3XW,30395760,RESW001323,Project,,,
DEFRA,EA,21/05/2015,JacksonHyder Ltd,1357317,"64,659.68",Flood reconditioning works - Yorkshire,IP1 5LT,30395082,IMNE790494,Project,,,
DEFRA,EA,21/05/2015,Team Van Oord,1357730,"65,909.06",Asset Recovery Programme Package 11 - Wessex area,BN5 9XQ,30384997,RESW001310 | IMSW002124,Project,,,
DEFRA,EA,21/05/2015,Nomenca Ltd,1357260,"40,111.98",Replacement generator at Sale Depot,NG17 2HW,30412743,,Administration,,,
DEFRA,EA,12/05/2015,Health Management Ltd,1354838,"39,542.40",Occupational health services - April 2015,BN8 5NN,30420882,,Administration,,,
DEFRA,EA,19/05/2015,Citrix Online UK Ltd,1354830,"59,241.60",ShareFile computer services - October 2014-September 2015,SL9 0DZ,,EBPRI13093 | EBPLW14050 | ,Project,,,
DEFRA,EA,07/05/2015,BMM JV Ltd,1354033,"169,300.61",Dawlish Warren sea defence work,GU15 3XW,30395760,IMSW002077,Project,,,
DEFRA,EA,12/05/2015,Shared Services Connected Ltd,1355552,"910,164.22",Provision of Outsourced Human Resource and Finance services - May 2015,M14 0WN,30401665,,Administration,,,
DEFRA,EA,12/05/2015,Team Van Oord,1355534,"822,267.60",Asset Recovery Programme Package 11 - Wessex area,BN5 9XQ,30384997,IMSW002124 | RESW001310 | IMSW002147,Project,,,
DEFRA,EA,26/05/2015,Team Van Oord,1357727,"1,035,154.87",Asset Recovery Programme Package 11 - Wessex area,BN5 9XQ,30384997,IMSW002147 | RESW001310 | IMSW002124,Project,,,
DEFRA,EA,21/05/2015,Team Van Oord,1357729,"62,133.50",Asset Recovery Programme Package 11 - Wessex area,BN5 9XQ,30384997,RESW001310,Project,,,
DEFRA,EA,05/05/2015,JBA Bentley Ltd,1354995,"613,510.69",Asset recovery Programme - Anglian region,LS24 9HA,30387943,IMAN002794,Project,,,
DEFRA,EA,01/05/2015,MITIE Security London Ltd,1354140,"77,684.40",Security Guard Services at Thames Barrier and Associated Sites - March 2015,MK9 1LR,30390972,,Administration,,,
DEFRA,EA,19/05/2015,VBA Joint Venture Ltd,1356832,"979,945.08",Anglian Inspection Package,EN11 9BX,30398134,REAN001826,Project,,,
DEFRA,EA,07/05/2015,Birch Brothers Kidderminster Ltd,1354819,"78,000.00",Hallcroft Fish Pass works,DY13 9QB,30397781,IMMI001417,Project,,,
DEFRA,EA,21/05/2015,Capgemini UK Plc,1355539,"2,243,736.18",IT Service Procurement Outsource service charge and work order costs - April 2015,GU21 6DB,30259319 | 30259320,FCPAM00093L02 | BBISB31024L01 | BBRAT33002L01 | CISITMP001 | HOCED00019 | BBXXX200013L02 | BBXXX200013L01 | BBSEC30015L01 | IMHO000034 | BBISB31007L01 | IMAN002435 | FCPAM00119L01 | BBPDM20091L01 | EBPRI11003L02 | HOSBW00001 | BBISB31012L01 | EBPRI13089l02 | FCPAM00111B00 | CIS330050 | BBISB31016L01 | BBISB31023L01 | FCPMM00050L02 | BBISB31009L01 | CISITMP006 | BBISB31003L01 | CIS3302999 | HOOP000244 | FCPIM0030L03 | BBPRE20108L01,Project,,,
DEFRA,EA,01/05/2015,JBA Bentley Ltd,1353092,"94,843.37",Yellow Dam remedial works - March 2015,BD23 2QR,30387943,IMNW000910,Project,,,
DEFRA,EA,05/05/2015,Team Van Oord,1354521,"253,920.00",Egerton Park Stream Outfall,BN5 9XQ,30384997,IMSE100005,Project,,,
DEFRA,EA,07/05/2015,Halcrow Group Ltd,1355276,"51,832.40",Steart Managed Realignment - Post Construction Stage,W6 7EF,30384994,IMSW001389,Project,,,
DEFRA,EA,07/05/2015,Amalgamated Construction Ltd,1354824,"202,247.77",South Humber defence works - March 2015,S75 1HT,,IMAN002658,Project,,,
DEFRA,EA,21/05/2015,Adsyst Automation Ltd,1340163,"42,808.52",Upgrade of Thames Barrier fibre optic network,GU46 7AA,,IMSE100315,Project,,,
DEFRA,EA,19/05/2015,Nomenca Ltd,1356765,"26,729.16",Sandbagging machine for Bridgend depot,NG17 2HW,30412743,IMNW000933,Project,,,
DEFRA,EA,07/05/2015,JacksonHyder Ltd,1355192,"72,257.39",Ouse Washes Habitat Creation Scheme,IP1 5LT,30395082,IMAN001070,Project,,,
DEFRA,EA,26/05/2015,JBA Bentley Ltd,1358649,"53,664.41",Spinney Culvert refurbishment,BD23 2QR,30387943,IMNW000480,Project,,,
DEFRA,EA,21/05/2015,Atkins Ltd,1358014,"26,378.19","Lincolnshire Limestone groundwater investigation, Model Development and Reporting ",KT18 5BW,30350389,IMAN001133,Project,,,
DEFRA,EA,12/05/2015,Land & Water Services Ltd,1349440,"61,177.91",Tree works - Ashford,GU5 9AF,30343164,FRA12S068,Project,,,
DEFRA,EA,01/05/2015,AE Yates Ltd,1354168,"206,174.30","Package of three culvert repair projects in North West Region (Clough Brook, Folly Clough Brook and Swinnel Brook) ",BL6 4SB,30393944,RENW002196,Project,,,
DEFRA,EA,07/05/2015,Astun Technology Ltd,1356205,"36,372.00",Corporate Metadata Solution: Maximising our use of data,KT19 8LN,,BBPDM20071L01,Project,,,
DEFRA,EA,07/05/2015,Halcrow Group Ltd,1355100,"81,491.98",Northwest Initial flood damage assessments - March 2015,W6 7EF,30384994,IMNW001000,Project,,,
DEFRA,EA,07/05/2015,Halcrow Group Ltd,1355095,"28,506.79",Jacks Key Reservoir - March 2015,W6 7EF,30384994,IMNW000378,Project,,,
DEFRA,EA,12/05/2015,Halcrow Group Ltd,1348096,"30,854.62",Denver Visioning Study ,W6 7EF,30384994,REAN002232,Project,,,
DEFRA,EA,12/05/2015,Balvac Ltd,1354581,"293,502.40",Wilmslow Fish Pass repair work to embankment walls,NE12 8BU,,IMNW000935,Project,,,
DEFRA,EA,19/05/2015,Esh Construction Ltd,1357083,"58,170.40","Northumberland, Durham and Tees Civils Works",DH6 5PF,30393946,RENE690007,Project,,,
DEFRA,EA,21/05/2015,J Breheny Contractors Ltd,1358007,"41,429.81",Stevenage Reservoirs Optimisation,IP6 8NH,30343170,IMSE500254,Project,,,
DEFRA,EA,19/05/2015,Capita Symonds Ltd,1355072,"26,040.58",Stowmarket Gauging Station Improvements - March 2015,DL1 9HN,30384993,IMAN002736,Project,,,
DEFRA,EA,19/05/2015,Enviro Technology Services,1356981,"60,770.74",Three methane analysers suitable for measuring gas flux in ambient air,GL5 2BY,,,Administration,,,
DEFRA,EA,01/05/2015,J Breheny Contractors Ltd,1353751,"50,400.00",Thames bridges and culvert maintenance,IP6 8NH,30343170,IMSE500141,Project,,,
DEFRA,EA,26/05/2015,PT Contractors Ltd,1358559,"264,829.51",Caversham Lakes building project,SO15 0HH,,HOFAC000024,Project,,,
DEFRA,EA,01/05/2015,Dawnus Construction Ltd,1354473,"44,401.84",Installation of a culvert on the River Penzoy at Burrow Drove,SA7 0AP,30394342,FRA14S027 | IMSW002075,Project,,,
DEFRA,EA,14/05/2015,Amalgamated Construction Ltd,1355997,"54,238.24",Anglian and Midlands minor works,S75 1HT,30397780,IMMI001548 | IMMI001305 | IMMI001309,Project,,,
DEFRA,EA,07/05/2015,Capita Symonds Ltd,1355091,"62,543.40",Local community flood map improvements,DL1 9HN,30384987,IMHO000037,Project,,,
DEFRA,EA,05/05/2015,Cleartrack EVL Ltd,1354403,"71,568.00",Maintenance programme - West Thames upper - March 2015,TN27 9PG,30343161,RESE500105,Project,,,
DEFRA,EA,21/05/2015,Jackson Civil Engineering Ltd,1357906,"617,055.64",Sandwich Town tidal defences,IP1 5LT,30142731,IMSO001057,Project,,,
DEFRA,EA,07/05/2015,Industrial Water Jetting Systems Ltd,1345610,"33,819.00",River Blakewater cleaning and Closed Circuit Television (CCTV),IP30 9QS,30319001, | FRA09S129,Project,,,
DEFRA,EA,26/05/2015,ECS Engineering Services Ltd,1357065,"25,548.00",Service Air Valves on pipeline - Short Ferry to Toft Newton,NG17 2JW,30312221,IMAN002875,Project,,,
DEFRA,EA,14/05/2015,J Breheny Contractors Ltd,1356022,"233,488.15",Redundant tide gauge removal - Lowestoft,IP6 8NH,30397785,REAN002230,Project,,,
DEFRA,EA,07/05/2015,Team Van Oord,1355176,"1,642,184.83","""Lincshore"" beach nourishment scheme - 2015",BN5 9XQ,30384997,IMAN001844,Project,,,
DEFRA,EA,07/05/2015,Western Timber & Building Supplies,1337378,"53,404.44",Supply of Forest Stewardship Council (FSC) approved Redwood timber,TA6 4DH,, | FRA14S024 | FRA14S029,Project,,,
DEFRA,EA,26/05/2015,Interserve FM Ltd,1358199,"183,648.48",Refurbishment to Guy Gibson Hall - February-March 2015,BS32 4NH,30408472,HORES00214,Project,,,
DEFRA,EA,07/05/2015,J Breheny Contractors Ltd,1355203,"195,305.60",Denver Sluice fish pass works,IP6 8NH,30397785,IMAN002607,Project,,,
DEFRA,EA,12/05/2015,OnSite Central Ltd,1355875,"32,343.60",Structural survey of River Tame,WR3 8TJ,30319000,IMMI001309,Project,,,
DEFRA,EA,01/05/2015,South Staffs Surveys Ltd,1353558,"33,000.00",Watercourse mapping - Isle of Axholme,DE6 5HS,,IMMI001562,Project,,,
DEFRA,EA,01/05/2015,DCR Inspection Systems Ltd,1348770,"47,080.80",Supply of Closed Circuit Television (CCTV) drainage camera,CF37 5UA,,IMNE790495,Project,,,
DEFRA,EA,07/05/2015,Interserve FM Ltd,1355240,"32,406.90",Alteration works to incident room - Sentinel House ,BS32 4NH,30408472,REMI002102,Project,,,
DEFRA,EA,26/05/2015,AE Yates Ltd,1358347,"135,073.62","Dilloway Street, Rivington Road and Travers Entry screen replacement",BL6 4SB,30393944,RENW002183,Project,,,
DEFRA,EA,19/05/2015,Cleartrack EVL Ltd,1348956,"58,966.66","Tree works, landscaping and other associated services - River Swale",TN27 9PG,30295725,FRA07S203 | FRA07S201 | FRA07S202,Project,,,
DEFRA,EA,14/05/2015,Jackson Civil Engineering Ltd,1356049,"38,416.07",Nottingham left bank wall access,IP1 5LT,30397784,IMMI000642,Project,,,
DEFRA,EA,07/05/2015,HR Wallingford Ltd,1355174,"124,800.00",Rental for Red Kite House - 25 May-22 August 2015,OX10 8BA,,,Administration,,,
DEFRA,EA,14/05/2015,Bott Ltd,1356532,"88,553.52",Racking and Livery Conversion of Peugeot Partners and Experts vehicles,EX23 8SS,30432487,,Administration,,,
DEFRA,EA,26/05/2015,VBA Joint Venture Ltd,1358679,"1,222,083.59",Wash Tidal Gauge works,EN11 9BX,30398134,IMAN002504,Project,,,
DEFRA,EA,07/05/2015,Van Oord UK Ltd,1354818,"187,829.96",Seaford Annual Recycle - 2014-15 ,BN5 9XQ,30392936,IMSE100293,Project,,,
DEFRA,EA,05/05/2015,Halcrow Group Ltd,1354639,"35,923.02",Supporting Communities at Risk - March 2015,W6 7EF,30384994,IMHO000038,Project,,,
DEFRA,EA,21/05/2015,Fugro Seacore Ltd,1357749,"56,804.35",Windsor Flood Channel site investigation,OX10 9RB,30309576,IMSE500260,Project,,,
DEFRA,EA,14/05/2015,Amalgamated Construction Ltd,1355998,"36,457.20","Debris screen works at Clough Street, Darwen and Mill Lane",S75 1HT,,IMNW000947,Project,,,
DEFRA,EA,01/05/2015,GBV JV Ltd,1353281,"273,131.92",River Thames Scheme,RH1 1LQ,30393506,IMSE500260,Project,,,
DEFRA,EA,01/05/2015,Real Estate Income Trust Ltd,1354186,"139,183.50",Rental for Rivers House Bridgewater - 25 March-23 June 2015,LE10 1QU,,,Administration,,,
DEFRA,EA,14/05/2015,Corporate Document Services,1356648,"37,800.00","Provision of Professional Services for 60 days Support and Maintenance of ""RED Dot"" system software",LS2 7LY,,BBISB31023L01,Project,,,
DEFRA,EA,19/05/2015,PG Wright,1356747,"319,915.04",Bank Reprofiling on the Bourne Eau,PE12 9EA,30397778,REAN002124,Project,,,
DEFRA,EA,19/05/2015,Redfern Travel Ltd,1356735,"445,983.61",Travel costs incurred as per the Government Procurement Service contract - April 2015,BD1 1PL,30342649,,Administration,,,
DEFRA,EA,07/05/2015,Nottingham City Council,1355801,"35,249.50",Rates for Meadow Lane laboratory - 2015-16,NG2 3NG,,,Administration,,,
DEFRA,EA,05/05/2015,PG Wright,1354502,"117,810.00",Routine maintenance of bridges in Kettering area,PE12 9EA,30246241,IMAN001295,Project,,,
DEFRA,EA,05/05/2015,Sedgemoor District Council,1354626,"135,575.00",Rates for Rivers House - 2015-16,TA6 3AR,,,Administration,,,
DEFRA,EA,05/05/2015,Wyre Forest District Council,1355546,"38,700.50",Rates for Hoo Farm - 2015-16,DY10 2BL,,,Administration,,,
DEFRA,EA,19/05/2015,Mayson Brothers Ltd,1356928,"34,031.51",Parton Foreshore flood wall works,CA22 2DU,30393947,IMNW001012,Project,,,
DEFRA,EA,21/05/2015,J Breheny Contractors Ltd,1357762,"44,393.84",Walberswick Sluice Bridge works,IP6 8NH,30397793,FRA03S241 | FRA03S082,Project,,,
DEFRA,EA,05/05/2015,Dawnus Construction Ltd,1354554,"130,025.42",Wessex Bridge Maintenance,SA7 0AP,30394342,IMSW001880,Project,,,
DEFRA,EA,01/05/2015,Braintree District Council,1352870,"34,263.50",Rates for Threshelfords Business Park - 2015-16,B3 2TA,,,Administration,,,
DEFRA,EA,21/05/2015,Rivo Software Ltd,1351277,"25,800.00",Professional Services for delivery of Safeguard Field Assessments Mobile App,CV34 6UW,,FCOAM40095L01,Project,,,
DEFRA,EA,26/05/2015,Wildfowl & Wetlands Trust,1358377,"79,998.72",Steart Marches visitor engagement,GL2 7BT,,IMSW001389,Project,,,
DEFRA,EA,14/05/2015,Agilent Technologies LDA UK Ltd,1356626,"238,410.00","Supply, delivery and installation of laboratory equipment for Starcross Organics Laboratory",E14 1HH,,NL00000084,Project,,,
DEFRA,EA,26/05/2015,BMM JV Ltd,1358272,"44,102.74",Perranporth flood alleviation scheme,GU15 3XW,30395760,IMSW002058,Project,,,
DEFRA,EA,01/05/2015,Lancashire County Council,1354172,"30,000.00",Match-funded post for Lancashire county Flood and Coastal Erosion Risk Management (FCRM) partnership - 2014-15,PR1 8RD,,,Administration,,,
DEFRA,EA,01/05/2015,Worcestershire County Council,1346958,"25,000.00",Flood Defence Paver Repairs at Bewdley Severn Side North,WR5 2XF,,IMMI001591,Project,,,
DEFRA,EA,21/05/2015,Xylem Analytics UK Ltd,1357769,"60,000.00",Supply of Multi-parameter Water Quality Meters,SG6 1FJ,30389597,,Administration,,,
DEFRA,EA,01/05/2015,Frank Halls & Son,1354091,"72,000.00","Coastal Navigation Marker Inspection, Maintenance and Repair Services (Anglian – Eastern Area)",CO14 8PF,30394275,FRA03S085,Project,,,
DEFRA,EA,19/05/2015,Durham University,1356807,"29,200.00",Shale Gas monitoring project - 2014-15,DH1 3HP,,EBPCC12002,Project,,,
DEFRA,EA,12/05/2015,EC Harris Llp,1355590,"41,913.68",Waste crime intervention project,M60 3NT,30381162,EBPRI14009,Project,,,
DEFRA,EA,14/05/2015,Port Of London Authority,1356347,"72,294.90",Thames Barrier running costs - May 2015,DA12 2BG,,,Administration,,,
DEFRA,EA,19/05/2015,AECOM Infrastructure & Environment UK Ltd,1356734,"30,480.60",Extra trial pitting and earthworks to improve access for further ground investigations,RG21 7PP,30382693,EBPRI14009,Project,,,
DEFRA,EA,21/05/2015,ECS Engineering Services Ltd,1358048,"28,490.40",Purchase of two sets of Side Wall Mounted Aluminium Stop logs,NG17 2JW,30397796,REMI002042,Project,,,
DEFRA,EA,01/05/2015,Balvac Ltd,1351280,"38,016.00",Wilfholme pumped eel pass works,NE12 8BU,30395997,IMNE790490,Project,,,
DEFRA,EA,19/05/2015,VBA Joint Venture Ltd,1356889,"955,515.35",River Mersey Warrington Flood risk management,EN11 9BX,30398134,IMNW000699,Project,,,
DEFRA,EA,26/05/2015,J Breheny Contractors Ltd,1358570,"90,282.67",Rye Harbour Moorings minor works,IP6 8NH,30343170,IMSE900007,Project,,,
DEFRA,EA,21/05/2015,Kineo,1357627,"26,304.00",Implementation Support and Hosting of e-learning system,BN1 3XF,30381133,BBPRE20108L01,Project,,,
DEFRA,EA,07/05/2015,Briggs Marine Contractors Ltd,1349670,"33,000.00",National Marine Vessel Services - replacement on the Thames Champion,KY3 9AX,30277423,,Administration,,,
DEFRA,EA,21/05/2015,Building Research Establishment Ltd,1357380,"63,600.00",Industry Foundation Classes Infrastructure gap analysis,WD25 9XX,,FCPAM00123B00,Project,,,
DEFRA,EA,26/05/2015,Ricardo AEA Ltd,1358406,"69,669.60",Climate Change Agreements consultancy,OX11 0QJ,30372742,,Administration,,,
DEFRA,EA,12/05/2015,Selex ES Ltd,1355533,"76,064.40",Government secure internet - Gateway Support renewal,BS16 1EJ,,,Administration,,,
DEFRA,EA,01/05/2015,Devon County Council,1353832,"31,581.88",Abbey River diffuse pollution works and workshops,EX2 4QJ,,RESW001286,Project,,,
DEFRA,EA,19/05/2015,Landscope Engineering Ltd,1356904,"37,374.00","Bathymetric Survey of the Thames, Osney to Radcot - April-May 2015",SY5 8ED,,RESE500121,Project,,,
DEFRA,EA,05/05/2015,Hays,1354656,"93,460.02",Provision of various temporary operational support staff – May 2015,KT3 4JQ,30409579,,Administration,,,
DEFRA,EA,12/05/2015,Capita Business Services Ltd,1355677,"124,241.89",Provision of various temporary interim managers and specialist contractors - May 2015,SW1P 2AF,30410440,,Administration,,,
DEFRA,EA,14/05/2015,Shared Services Connected Ltd,1356405,"69,112.64",Debt recovery services - February 2015,M14 0WN,30413545,,Administration,,,
DEFRA,EA,01/05/2015,National Grid Gas Plc,1354171,"102,886.73",Westleigh Brook flood risk management scheme,WV10 6HZ,,IMNW000165,Project,,,
DEFRA,EA,07/05/2015,Northumbrian Water,1355455,"145,836.00",Cow Green Operating Agreement - 2015-16,DH1 9WF,,,Administration,,,
DEFRA,EA,01/05/2015,London Borough Of Enfield,1351863,"123,462.77",Clearance of silt and survey of Brimsdown Ditch Mollison Avenue Culvert,EN1 3XW,,RESE500008,Project,,,
DEFRA,EA,21/05/2015,Acumen Waste Services Ltd,1357552,"234,851.51","Removal of waste materials from land off Scout Hill Road Dewsbury, following fire at Hinchcliffe waste site ",WV10 0DX,,RENE000420,Project,,,
DEFRA,EA,01/05/2015,Natural Resources Wales,1353684,"453,000.00",Water Resources charges - Upper River Severn Catchment,CF24 0TP,,,Administration,,,
DEFRA,EA,26/05/2015,Land & Water Services Ltd,1358833,"29,983.73","Heavy River Maintenance at Rainham Creek, Dagenham Brook, Ferry Lane Sewer and River Ash",GU5 9AF,30343164,RESE500008,Project,,,
DEFRA,EA,14/05/2015,Pevensey Coastal Defence Ltd,1355164,"152,459.86",Pevensey Bay sea defence work,PO15 5SS,,IMSO000584,Project,,,
DEFRA,EA,14/05/2015,Teleperformance Ltd,1356192,"64,427.81",Floodline Call centre and management costs,BS1 3LG,30372708,,Administration,,,
DEFRA,EA,07/05/2015,John R Roe,1355182,"27,288.00",Riverbank Grass cutting - Anglian area,DN19 7HD,30151992 | ,FRA01S005 | FRA01S001 | FRA01S080 | FRA01S079 | FRA01S081 | FRA01S003 | FRA01S023 | FRA01S022 | FRA01S004 | FRA01S026,Project,,,
DEFRA,EA,07/05/2015,AE Yates Ltd,1355195,"33,870.00",Debris Screen Maintenance - Manchester,BL6 4SB,30393944,RENW002184,Project,,,
DEFRA,EA,21/05/2015,Tony Hole Marine Ltd,1358038,"35,927.08","Service, Repair and Maintenance",PL9 7HP,30322647,,Administration,,,
DEFRA,EA,19/05/2015,Allstar Business Solutions Ltd,1356948,"195,865.02",Fuel charges - April 2015,SN5 6PQ,30341204,,Administration,,,
DEFRA,EA,26/05/2015,Hitachi Capital Vehicle Solutions Ltd,1359191,"1,495,765.21",Lease Car Rentals - May 2015,RG14 2NU,30340333,,Administration,,,
DEFRA,EA,14/05/2015,Capgemini UK Plc,1356624,"5,002,575.36",IT Service Procurement Outsource service charge and work order costs - April 2015,GU21 6DB,30304723 | 30259316 | 30282611,CIS111923 | ,Project,,,
DEFRA,EA,07/05/2015,Briggs Marine Contractors Ltd,1355366,"220,520.57",National Marine Vessel Services,KY3 9AX,30277423,,Administration,,,
DEFRA,EA,05/05/2015,SFW Ltd,1354540,"174,000.00",Emission Trading System - Hosting and support costs - 2015-16,GU22 7UY,,,Administration,,,
DEFRA,EA,14/05/2015,RVL Aviation,1356029,"97,996.63",Supply of Aircraft and Pilots - remote sensing project,DE74 2SA,30000394,SCLI0001,Project,,,
DEFRA,EA,26/05/2015,Interserve FM Ltd,1358449,"128,478.43",Facilities Management - Repair and Replacement Fund,BS32 4NH,30369823,,Administration,,,
