Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
EA,26/08/2014,Professional Services Other,AN Capital WiP,Tower Surveys Ltd,1297350,39210,Boston Barrier Survey Services.,NG5 1AF,30285288,IMAN001472,,,
EA,19/08/2014,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1295727,39351.34,Skipton Flood alleviation scheme - June 2014,NE1 3PL,30072279,IMNE000164,,,
EA,19/08/2014,Construction,NE Capital WiP,Halcrow Group Ltd,1291985,39494.69,Project appraisal for Port Clarence and Greatham South Flood alleviation scheme,SN4 0QD,30275082,IMNE000909,,,
EA,05/08/2014,Construction,SE Capital WiP,Atkins Ltd,1292181,40521.66,Thames Tidal Frontages Package,KT18 5BW,30072266,IMTH001749,,,
EA,26/08/2014,Professional Services Other,SE Capital WiP,ECS Engineering Services Ltd,1295842,41484.76,Romney Lock construction works - July 2014,NG17 2JW,30343175,IMSE900027 | IMSE900024,,,
EA,07/08/2014,Construction,SE Capital WiP,Amco Engineering,1292874,41595,Addington Road Culvert Repair - July 2014,S75 1HT,30343157,IMSE100302,,,
EA,14/08/2014,Facilities,FM Operating Unit - Northern,Highways Agency,1295191,42254.66,"Payment for third Floor, Lateral, Leeds",B1 1RH,,,,,
EA,19/08/2014,ICT Systems,HO Capital WiP,Caci Ltd,1295935,44006.4,Waste Carriers Registration Service - May 2014,W14 8TS,,EBPRI13089l02,,,
EA,19/08/2014,ICT Systems,HO Capital WiP,Caci Ltd,1295936,44006.4,Waste Carriers Registration Service - June 2014,W14 8TS,,EBPRI13089l02,,,
EA,19/08/2014,Professional Services Other,SW Capital WiP,Zetica Ltd,1293402,45000,Exeter Flood defence scheme site investigation works,OX29 8LH,30322200,IMSW001349,,,
EA,05/08/2014,Professional Services Other,NE North East Area PACS,Wear Rivers Trust,1292574,45000,Diffuse Pollution partnership project,DL14 0AG,,RENE960014,,,
EA,14/08/2014,Energy and Fuels,FM Operating Unit - Central and South East,DEFRA,1294322,45115.25,"Rent for Dragonfly House, Norwich - 2014-15",EC2V 7NQ,,,,,
EA,19/08/2014,Engineering Goods,SE Capital WiP,ArcelorMittal Commercial Long UK Ltd,1295557,45683.21,"Supply sheet steel piles, Thames Tidal Frontages",B90 4SS,30331415,IMTH001749,,,
EA,07/08/2014,Professional Services Other,HO Geomatics,Longdin & Browning Surveys Ltd,1293388,45777.6,Geomatics surveyors for River Parrett - July 2014,SA1 1HE,,SCLI0001,,,
EA,19/08/2014,Construction,SW Capital WiP,Dawnus Construction Ltd,1295570,46132.64,Chyandour Phase two engineering works,SA7 0AP,30394342,IMSW001560,,,
EA,07/08/2014,Professional Services Other,NW Capital WiP,White Young Green,1293253,46168.3,Northwich Town Centre - Investigation laboratory testing and report preparation,LS6 2WQ,30309584,IMNW000475,,,
EA,21/08/2014,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1296127,46226.9,Shropshire groundwater scheme,IP1 5LT,30142731,IMMI000557,,,
EA,05/08/2014,Professional Services Other,HO Capital WiP,Jeremy Benn Associates Ltd,1291292,46289.22,Emergency Asset Inspections,BD23 3AE,30384990,FCPMM00285B00,,,
EA,07/08/2014,Professional Services Other,SW Capital WiP,Nomenca Ltd,1293546,47308.19,South West Maintenance of mechanical and electrical works carried out at seven depots ,NG17 2HW,30346254,IMSW002124,,,
EA,01/08/2014,Advertising and Media,E and B Regulated Industry,Golley Slater,1291733,47335.96,Communications and marketing services for the electronic duty of care (edoc) project - 2014-15,CF10 1GS,,HOEB910065,,,
EA,26/08/2014,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1296123,47343.76,Mill Beck Reservoir Works,IP1 5LT,30142731 | 30204737,IMNE000141,,,
EA,12/08/2014,Fleet,Vehicle Incidents,CAA Ltd,1295189,47549.23,Insurance claims handling - August 2014,IP2 8PN,,,,,
EA,26/08/2014,Construction,HO NCPMS National,Halcrow Group Ltd,1297284,47983.61,National construction design and management co-ordinators Programme - Anglian Region - June 2014.,SN4 0QD,30384994,,,,
EA,01/08/2014,Construction,NE Capital WiP,Halcrow Group Ltd,1291983,48330.86,Morpeth Flood Alleviation Scheme works - June 2014,SN4 0QD,30071913,IMNE000794,,,
EA,26/08/2014,Construction,NW Capital WiP,Halcrow Group Ltd,1297310,48900.23,National construction design and management co-ordinators Programme - North West Region - May-June 2014.,SN4 0QD,30384994,IMNW000840,,,
EA,05/08/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1292361,50676,Thames Barrier Gate works,SN4 0QD,30384994,IMSE100316,,,
EA,01/08/2014,Construction,MI Capital WiP,Halcrow Group Ltd,1292027,51562.14,Tame Appraisal works - June 2014,SN4 0QD,30071913,IMMI000978,,,
EA,07/08/2014,Professional Services Other,"Data Mapping, Modelling & Information",Gabriel Information Solutions Ltd,1292890,52477.48,Data Sharing Platform and DataShare Service Management - 2014-15,EX1 3SD,30351044,HOEV141506,,,
EA,26/08/2014,Professional Services Other,SE NET - FCRM Ops West,Cleartrack EVL Ltd,1297368,52508.17,"Light Watercourse Maintenance for Hertfordshire and North London, West Area Scheme - 2014-15",TN27 9PG,,,,,
EA,21/08/2014,Fleet,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,1296162,53626.06,Lease car rentals - July 2014,RG14 2NU,30340333,,,,
EA,26/08/2014,Construction,MI East- FCRM Ops South,Alliance Construction Solutions Ltd,1295950,53909.8,Midlands Main River Maintenance - July 2014,CM20 9GY,30385334,FRA05S027 | FRA05S008,,,
EA,14/08/2014,Construction,NW Capital WiP,Jacobs UK Ltd,1294778,56820.32,River Mersey Warrington Flood risk management Scheme. ,G2 7HX,30072261,IMNW000699,,,
EA,21/08/2014,Professional Services Other,SE Capital WiP,Jeremy Benn Associates Ltd,1296563,57207.7,Medway catchment mapping and modelling - July 2014,BD23 3AE,30384990,IMSE100273,,,
EA,01/08/2014,Construction,Nat Trading and Reg Services,Ricardo AEA Ltd,1290760,58106.4,Climate Change administration consultancy - June 2014,OX11 0QJ,30372742,,,,
EA,26/08/2014,Construction,SE Capital WiP,JacksonHyder Ltd,1295780,58314.06,East Farleigh Sluice Gate works,IP1 5LT,30395082,IMSE500150,,,
EA,26/08/2014,Professional Services Other,SE NET - FCRM Ops East,Cleartrack EVL Ltd,1297367,58448.1,"Light Watercourse Maintenance for Hertfordshire and North London, East Area Scheme - 2014-15",TN27 9PG,,,,,
EA,21/08/2014,Professional Services Other,SW Capital WiP,Wildfowl & Wetlands Trust,1296102,59959.14,Environmental enhancements at Steart,GL2 7BT,,IMSW001389,,,
EA,01/08/2014,Construction,AN Nthn - FCRM Ops (W&N),North Level Internal Drainage Board,1291740,60000,Repairs carried out On the River Nene Cradge bank,PE6 0QE,30396844,REAN001895,,,
EA,01/08/2014,Professional Services Other,SE SSD - AEM East,Hastings Borough Council,1291644,60000,Hastings bathing water project,TN34 1QR,,RESE000269,,,
EA,05/08/2014,Professional Services Other,HO National Procurement,NQC Ltd,1292995,60000,"Two year Licence and Use of Corporate Assessment of Environmental, Social and Economic Responsibility’ (CEASAR)  Sustainability Assessment",M4 5DL,,,,,
EA,07/08/2014,Professional Services Other,SE Capital WiP,hollfire Ltd,1296000,61184,Thames Tidal Front programme,,,IMTH001749,,,
EA,21/08/2014,Construction,NW South-FCRM Ops,Esh Construction Ltd,1294241,62596.34,River Mersey asset maintenance repair project,DH6 5PF,30393946,RENW002136,,,
EA,14/08/2014,Advertising and Media,HO Corp Comms and Media,NLA Media Access Ltd,1293196,63780.41,Media monitoring service - 01 July 2014-30 June 2015.,TN1 1NL,,,,,
EA,01/08/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1292049,63893.48,Sandwich Town Tidal Defences - June 2014,SN4 0QD,30071913,IMSO001057,,,
EA,07/08/2014,Construction,AN Capital WiP,Birse Civils Ltd,1292764,64717.75,Programme of repairs and maintenance works to various fish passes and flood defence assets across the Anglian Region - May 2014,DN18 5BW,30142670,IMAN002370,,,
EA,26/08/2014,Construction,SE SSD - FCRM Ops (West),J Breheny Contractors Ltd,1297009,65115.44,"Romsey Flood Recovery Works, Bank Repairs and Sandbag Removal",IP6 8NH,30343159 | 30343170,RESO000503,,,
EA,19/08/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1293897,67466.98,South East Asset reconditioning programme,IP1 5LT,30142731,IMSE100197,,,
EA,26/08/2014,Professional Services Other,E and B Climate Change and Communities,Climate UK,1297145,67800,Climate Ready (Enhanced Adaptation Programme) Funding - May-July 2014,GU1 1YA,,EBPCC11003,,,
EA,05/08/2014,ICT Systems,HO Capital WiP,NTT DATA UK Ltd,1292681,68981.64,Climate Change Agreements Release Three - Partner Programme - Discover/Initiation.,EC3V 3DG,,EBOCC40027L03,,,
EA,14/08/2014,ICT Commodities,HO Flood Warning Systems,Teleperformance Ltd,1295107,69361.99,Floodline Call centre and management costs,BS1 3LG,30372708,,,,
EA,19/08/2014,Industrial Services,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1295746,69972.37,Thames Barrier Running Costs,DA12 2BG,,,,,
EA,21/08/2014,Professional Services Other,SE Capital WiP,Jeremy Benn Associates Ltd,1296564,70947.89,"Lower Thames, Jubilee River and Ash Modelling",BD23 3AE,30384990,IMSE500099,,,
EA,21/08/2014,Construction,SE Capital WiP,Volkerstevin Ltd,1296342,71803.16,"Manufacture, supply and installation of the mechanical and hydraulic elements of the Logic Control pilot trial as part of Thames Barrier Drive Equipment Project",EN11 9BX,30142737,IMTH001493,,,
EA,01/08/2014,Construction,NE Capital WiP,J Breheny Contractors Ltd,1291786,73292.82,Flow gauging weir at Alma Weir Ripon repair works,IP6 8NH,30394742,IMNE000541,,,
EA,12/08/2014,Construction,NE Capital WiP,VBA Joint Venture Ltd,1293833,78042.2,Asset recovery package (an emergency programme to repair assets damaged in the storms and flooding last year)- Package 1,EN11 9BX,30398134,IMHO000035,,,
EA,12/08/2014,Construction,NE Capital WiP,VBA Joint Venture Ltd,1293841,78589.56,Asset recovery package (an emergency programme to repair assets damaged in the storms and flooding last year) - Package 5,EN11 9BX,30398134,IMHO000035,,,
EA,26/08/2014,Construction,SW Capital WiP,VBA Joint Venture Ltd,1297260,78764.32,Dawlish Warren and Exmouth Beach Works,EN11 9BX,30398134,IMSW002077,,,
EA,26/08/2014,Professional Services Other,SE SSD - FCRM Ops (West),Land & Water Services Ltd,1297469,80253.29,Itchen flood recovery works,GU5 9AF,30343164,RESO000503,,,
EA,14/08/2014,Construction,SW Capital WiP,Dawnus Construction Ltd,1295063,80481.01,Gundry Weir refurbishment,SA7 0AP, | 30192017 |  | ,IMSW002078 | IMSW002048,,,
EA,01/08/2014,Professional Services Other,HO Flood Warning Systems,NERC,1291595,80850,Support and Maintenance of the Tide Gauge network - April-June 2014,SN2 1EU,,,,,
EA,01/08/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1292040,83904.24,Sandwich Bay Sea Defences - June 2014.,SN4 0QD,30071913,IMSO001056,,,
EA,07/08/2014,Construction,MI Capital WiP,VBA Joint Venture Ltd,1290598,84314.26,Midlands Fish Pass works,EN11 9BX,30398134,IMMI001394 | IMMI001436 | IMMI001393,,,
EA,26/08/2014,Construction,AN Capital WiP,Birse Civils Ltd,1296903,87105.65,Construction services - Tetney to Saltfleet,DN18 5BW,30142670,IMAN002115,,,
EA,12/08/2014,Fleet,HO Geomatics,RVL Aviation,1293988,89122.09,Geomatics - flood risk mapping and coastal monitoring throughout England and Wales. Supply of Aircraft and Pilots - July 2014,DE74 2SA,30000394,SCLI0001,,,
EA,05/08/2014,Fleet,HO Capital WiP,AEBI UK Ltd,1292409,90996,Supply and Delivery of Embankment Cutters,DN22 7HQ,30261702,HOFOFRM009,,,
EA,01/08/2014,Construction,NW Capital WiP,Halcrow Group Ltd,1292041,91343.48,River Mersey Flood risk management Scheme - June 2014,SN4 0QD,30071913,IMNW000699,,,
EA,19/08/2014,Construction,AN Capital WiP,Whitehouse Construction Co Ltd,1295955,92807.8,Installation of individual property level flood protection measures at Riseley - For work carried out at Oakington - July 2014,DE6 1JU,30296937,IMAN002306,,,
EA,19/08/2014,Professional Services Other,Deputy Director of Fish & Biodiversity,Angling Trust,1296029,94224,Fisheries Management Advisors Project - April-September 2014,NG8 6PE,,EBPLW14002,,,
EA,26/08/2014,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1295953,96081.49,Lower Tame - Additional Engineering Construction Works Coton Section,IP1 5LT,30142731,IMMI000978,,,
EA,01/08/2014,Construction,MI Capital WiP,Halcrow Group Ltd,1292033,98065.25,Middle Tame - Perry Bar Specialist Surveys ,SN4 0QD,30071913,IMMI001305,,,
EA,12/08/2014,Construction,NE Capital WiP,VBA Joint Venture Ltd,1293837,98119.14,Asset recovery package (an emergency programme to repair assets damaged in the storms and flooding last year) - package 6,EN11 9BX,30398134,IMHO000035,,,
EA,05/08/2014,Fleet,HO Capital WiP,AEBI UK Ltd,1292411,98155.2,Supply and Delivery of Embankment Cutters,DN22 7HQ,30261702,HOFOFRM009,,,
EA,19/08/2014,Construction,NE Capital WiP,JacksonHyder Ltd,1295581,99132.97,Asset recovery (an emergency programme to repair assets damaged in the storms and flooding last year) package 10,IP1 5LT,30395082,IMHO000035,,,
EA,14/08/2014,Fleet,HO Capital WiP,AEBI UK Ltd,1294499,99211.2,Supply and Delivery of Embankment Cutters,DN22 7HQ,30261702,HOFOFRM009,,,
EA,19/08/2014,Construction,SW Capital WiP,GBV JV Ltd,1295448,100960.72,River Parrett and Tone Dredging ,RH1 1LQ,30393506,IMSW002141,,,
EA,14/08/2014,Fleet,HO Capital WiP,AEBI UK Ltd,1294505,101731.2,Supply and Delivery of Embankment Cutters,DN22 7HQ,30261702,HOFOFRM009,,,
EA,21/08/2014,Professional Services Other,Incident Management Manager,Jeremy Benn Associates Ltd,1296204,103136.6,Generation of a national Continuous Defence Line for National Flood Risk Assessment,BD23 3AE,30384990,FCPMM00258B00,,,
EA,05/08/2014,ICT Systems,HO Capital WiP,NTT DATA UK Ltd,1292676,103472.46,Climate Change Agreements Release Three - Partner Programme - Alpha/Definition.,EC3V 3DG,,EBOCC40027L03,,,
EA,14/08/2014,Professional Services - CCL,Finance Service Centre,Hays,1295275,105323.28,Temporary staff charges - July 2014,KT3 4JQ,30409579,,,,
EA,21/08/2014,Construction,NE Capital WiP,Birse Civils Ltd,1296359,106867,Street Water End Flood Alleviation Scheme - July 2014,DN18 5BW,30142670,IMNE000775,,,
EA,26/08/2014,Construction,AN Capital WiP,Creeton Quarry,1296855,109137.28,Pitching Stone on the River Bank of the River Nene Spalding Lincolnshire,NG33 4QG,30413894,IMAN002779,,,
EA,19/08/2014,Construction,AN Central - FCRM | AN Central-FCRM Ops,JacksonHyder Ltd,1295952,114300.57,Hunstanton to Snettisham Coastal Repairs.,IP1 5LT,30395082,REAN001845 | FRAINC002,,,
EA,12/08/2014,Construction,NE Capital WiP,Birse Civils Ltd,1293796,114917.39,Greatham Managed Realignment Scheme - June 2014,DN18 5BW,30204735,IMNE000823,,,
EA,14/08/2014,Construction,NE Capital WiP,Interserve Construction Ltd,1294755,117600,Ripon Flood alleviation scheme construction - July 2014,TQ14 0HP,30142730,IMNE000541,,,
EA,07/08/2014,Construction,SE Capital WiP,Van Oord UK Ltd,1293071,119708.17,Assessment of Bulverhythe Sea defences recovery,RG14 5QS,30392936,IMSE100343 | IMSE100320,,,
EA,19/08/2014,Construction,NE Capital WiP,JBA Bentley Ltd,1296316,120364.94,Asset recovery programme (an emergency programme to repair assets damaged in the storms and flooding last year)phase 3a - June 2014,BD23 2QR,,IMHO000035,,,
EA,12/08/2014,Facilities,FM Operating Unit - Central and South East,HR Wallingford Ltd,1293853,124800,Red Kite House rent - 23 August-22 Novemver 2014,OX10 8BA,,,,,
EA,19/08/2014,Fleet,HO Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1296166,129781.13,Vehicle Incident Management - July 2014,RG14 2NU,30340333,,,,
EA,26/08/2014,Construction,SW Capital WiP,BMM JV Ltd,1297669,131562,Asset Recovery Programme May - July 2014,GU15 3XW,30395760,IMSW002144,,,
EA,14/08/2014,Professional Services Other,MI Capital WiP,ECS Engineering Services Ltd,1295001,133059.73,Midlands and Anglian - Mechanical and Electrical Maintenance of Field Assets,NG17 2JW,30312221,IMMI001419,,,
EA,19/08/2014,Professional Services Other,NE North East Area Reservoir Op Agreement,Northumbrian Water,1295803,140428.8,Cow Green Reservoir Operating Agreement - 2013-14,DH1 9WF,,,,,
EA,26/08/2014,Construction,SE Capital WiP,JacksonHyder Ltd,1296766,144000,Sunbury Lock refurbishment.,IP1 5LT,30395082,IMSE900026,,,
EA,01/08/2014,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1291636,146340.86,Facilities management - Additional Variable Services Charges - Jul-August 2014,BS32 4NH,30369825,,,,
EA,12/08/2014,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1292832,150724.64,Maintenance of Eastbourne Sea Defences,PO15 5SS,,IMSO000584,,,
EA,05/08/2014,Construction,NW Capital WiP,JBA Bentley Ltd,1292553,153939.85,North west Culverts Package,BD23 2QR,30387943,IMNW000840,,,
EA,05/08/2014,Professional Services Other,AN Capital WiP,Cambridgeshire County Council,1294050,155317.29,"Contribution to retaining flood wall works - Nene Quay, Wisbech.",CB3 OAP,,IMAN002632,,,
EA,12/08/2014,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1293811,160440.17,Supply shingle to recover shingle lost - July 2014.,PO15 5SS,,IMSO000584,,,
EA,21/08/2014,Construction,NE Capital WiP,Esh Construction Ltd,1295021,160505.54,"Repairs to Lower Newby Weir, Scalby - July 2014.",DH6 5PF,30204740 | 30393946,IMNE790364,,,
EA,26/08/2014,Construction,HO Capital WiP,JacksonHyder Ltd,1297815,174207.49,Asset Recovery Program (an emergency programme to repair assets damaged in the storms and flooding last year) - Package Three,IP1 5LT,30395082,IMHO000035,,,
EA,01/08/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1292053,177597.49,Littlehampton Arun Tidal Defences East Bank - June 2014.,SN4 0QD,30071913,IMSO001021,,,
EA,26/08/2014,ICT Systems,HO Capital WiP,SFW Ltd,1297020,178339.2,Producer Responsibility and Shipments Database,GU22 7UY,,EBORI40056L04,,,
EA,19/08/2014,ICT Systems,CI SD Management MRA,Acuma Solutions Ltd,1296021,178523.12,Business Object Web Intelligence Support - 22 August 2014-30 September 2015,M23 9BE,,,,,
EA,26/08/2014,Construction,NW Capital WiP,VBA Joint Venture Ltd,1297227,187125.64,Knott End Sea Defence scheme,EN11 9BX,30398134,IMNW000800,,,
EA,07/08/2014,Professional Services - CCL,Finance Service Centre,Reed Personnel Services Plc,1293050,189393.15,Temporary staff and recruitment charges - July 2014,SW20 0BA,,,,,
EA,26/08/2014,Construction,NW Capital WiP,VBA Joint Venture Ltd,1297232,190338.88,Ramsbottom Flood Risk Management scheme,EN11 9BX,30398134,IMNW000891,,,
EA,26/08/2014,Fleet,HO Fleet Operations,Tony Hole Marine Ltd,1297589,193935.05,Service/maintenance of non coded marine fleet.,PL9 7HP,30322647,,,,
EA,05/08/2014,Operational Goods,National Enforcement Service,Post Office Ltd,1292974,204291.87,Post Office commission for rod licence sales - 2014-15,PE4 5PG,30180918,,,,
EA,07/08/2014,ICT Systems,Incident Management Manager,Shoothill,1292914,210000,Provision of the Live Flood Map and Flood Warnings on Social Media Application,SY1 3GA,,FCPIM00408B00,,,
EA,21/08/2014,Construction,NE Capital WiP,Esh Construction Ltd,1296224,211009.56,Warkworth flood alleviation scheme,DH6 5PF,,IMNE640082,,,
EA,01/08/2014,Professional Services - CCL,Finance Service Centre,Pertemps Recruitment Partnership Ltd,1292116,219523.27,Provision of temporary staff - July 2014,CV7 7YX,,,,,
EA,07/08/2014,Construction,AN Capital WiP,Westminster Dredging  Dean & Dyball JV,1293483,221891.62,Wash Tide gauge project,PO15 5SS,30142738,IMAN002504,,,
EA,05/08/2014,Personnel Related,HR Strategy,Edenred Childcare Vouchers Ltd,1293883,227214.34,Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral,SW1V 2RS,,,,,
EA,01/08/2014,Professional Services Other,HO Capital WiP,Halcrow Group Ltd,1291485,235100.18,Topographic surveys ,SN4 0QD,30384988,FCPMM00285B00,,,
EA,07/08/2014,Fleet,HO Fleet Operations,Briggs Marine Contractors Ltd,1293199,244003.72,Marine Vessel Lease and Maintenance Services - July 2014,KY3 9AX,30277423,HORES00015,,,
EA,26/08/2014,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1296959,254353.46,Pickering Flood Alleviation Scheme works,IP1 5LT,30142731,IMNE000134,,,
EA,21/08/2014,Fleet,HO Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1296139,256324.25,Lease Car Rental - August 2014,RG14 2NU,30340333,HORES00187,,,
EA,26/08/2014,Professional Services Other,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,1297334,260947.44,"Service, Inspection, Maintenance and Repair of Agricultural and Construction Plant",BA14 8QU,30318149,,,,
EA,19/08/2014,Travel,National Technical Team,Redfern Travel Ltd,1295192,277529.7,Staff business related train travel - July 2014,BD1 1PL,30342649,,,,
EA,07/08/2014,Energy and Fuels,HO Fleet Operations,Allstar Business Solutions Ltd,1293189,283175.48,Fuel for commercial fleet - July 2014,SN5 6PQ,30341204,,,,
EA,19/08/2014,Construction,NW Capital WiP,GBV JV Ltd,1295450,297267.52,River Mersey Warrington Flood risk management Scheme,RH1 1LQ,30393506,IMNW000699,,,
EA,01/08/2014,Construction,AN Capital WiP,VBA Joint Venture Ltd,1291845,328009.64,Grimsby Docks Flood Risk Management Scheme ,EN11 9BX,30398134,IMAN002005,,,
EA,05/08/2014,Professional Services Other,NE North East Area Reservoir Op Agreement,Northumbrian Water,1292219,328131.6,Cow Green Reservoir Operating Agreement - April-June 2014,DH1 9WF,,,,,
EA,26/08/2014,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1297893,395836.01,Facilities Management Core Fee - August 2014,BS32 4NH,30369797,,,,
EA,05/08/2014,Construction,SW Capital WiP,Team Van Oord,1292416,397322.06,Chiswell Beach Gabion Repairs,RG14 5QS,30384997,IMSW002123,,,
EA,26/08/2014,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1296957,398536.69,Northallerton Flood Alleviation Scheme works,IP1 5LT,30142731,IMNE000844,,,
EA,21/08/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1296765,411764.66,Programme of repairs and maintenance works to various fish passes and flood defence assets across the Anglian Region - May 2014,UB8 2XL,30142730,IMAN002372,,,
EA,07/08/2014,Facilities,FM Operating Unit - Northern | National Estates Manager,Department for Communities & Local Government,1293310,444376.21,Accommodation charge Lateral House - July-September 2014,HP2 4XN,,,,,
EA,21/08/2014,Construction,SW Wessex - FCRM,Team Van Oord,1296245,448722.33,Somerset Levels emergency works,RG14 5QS,30384997,RESW001310,,,
EA,12/08/2014,Construction,AN Capital WiP,Birse Civils Ltd,1293949,454273.6,Lincshore beach renourishment - June 2014,DN18 5BW,30142670,IMAN001844,,,
EA,05/08/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1292527,532316.08,Whittlesey Washes South Bank Barriers Works - June 2014,UB8 2XL,30142730,IMAN001790,,,
EA,26/08/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1297333,559354.26,Great Yarmouth Flood Defence works,UB8 2XL,30142730,IMAN002228,,,
EA,14/08/2014,Facilities,National Estates Manager,Department for Communities & Local Government,1291781,592545.45,"Payment for Third Floor, Lateral, Leeds",HP2 4XN,,,,,
EA,21/08/2014,Construction,SE Capital WiP,Volkerstevin Ltd,1296299,593241.96,Salmons Brook Flood Alleviation Scheme,EN11 9BX,30142737,IMTH000620,,,
EA,26/08/2014,Construction,SE Capital WiP,Birse Civils Ltd,1297524,663227.84,Construction and site preparatory works at Abbey Wharf - July 2014,DN18 5BW,30142670,IMTH001749,,,
EA,26/08/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1297389,665836.45,Boston Haven works - repair works to the Flood Wall between St Annes Lane and Whitehorse Lane,UB8 2XL,30142730,IMAN001473,,,
EA,12/08/2014,Fleet,HO Fleet Operations,Ashtead Plant Hire Co Ltd,1294015,713097.97,Plant hire - July 2014,WA3 6YE,30380628,,,,
EA,21/08/2014,Fleet,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,1296150,781609.13,Lease car rentals - August 2014,RG14 2NU,30340333,,,,
EA,19/08/2014,Construction,SE Capital WiP,Volkerstevin Ltd,1296002,879138.67,Littlehampton Arun River Pile works,EN11 9BX,30142737,IMSO001021,,,
EA,12/08/2014,Professional Services Other,Director of Finance,Shared Services Connected Ltd,1293950,953286.36,Shared Services - HR and Finance Services to the Environment Agency - August 2014,M14 0WN,30401665,,,,
EA,26/08/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1296886,988473.96,Sandwich Town Tidal Defence scheme works,IP1 5LT,30142731,IMSO001057,,,
EA,26/08/2014,Construction,NE Capital WiP,Birse Civils Ltd,1296885,1025197.7,Morpeth Flood Alleviation Scheme Main Works Phase - June 2014,DN18 5BW,30142670,IMNE000794,,,
EA,22/08/2014,Construction,AN Capital WiP,Birse Civils Ltd,1296889,1169911.44,Grimsby Docks flood risk management scheme,DN18 5BW,30142670,IMAN002005,,,
EA,19/08/2014,Construction,AN Capital WiP,Broadland Environmental Services Ltd,1295664,1791077.83,Broadland flood alleviation project,GU15 3XW,30014973,IMAN000753,,,
EA,26/08/2014,Construction,SW Capital WiP,Land & Water Services Ltd,1297866,3010504.22,River Parrett and Tone Dredging ,GU5 9AF,30394348,IMSW002141 | IMSW002075,,,
EA,12/08/2014,ICT Systems,HO Business Development and Support Services | CI Solutions Delivery Management | CIS Capital WiP | CI SD Management MRA | CI ITXpress Business | HO Capital WiP | National Accomodation Change Fund | CI Infrastructure Change Programme MRA | Flood Forecasting Centre | CI Head of CIS | HO Inc Man and Ops Manager | CI Commercial Services,Capgemini UK Plc,1293960,6907420.74,IT Service Procurement Outsource service charge and work order costs - July 2014,GU21 6DB,30259319 | 30259316 | 30282611 | 30259320 | 30304723,EBORI40077L03 | CISITMP001 | CIS331000 |  | FCPIM00212L03 | HORES00188 | BBPCI29001L01 | CIS3306199 | BBXXX200013L01 | FCPMM00050L02 | CIS331900 | FCOIM40066L01 | EBORI40056L04 |  | BBPDM20027L01 | FCPIM00042L01 | HOSBW00001 | HORES00191 |  | HOOP000228 |  | BBISB31003L01 |  | FCPIM00020L17 | EBPRI13089l02 |  |  |  | CIS330050 |  |  |  | ,,,
RPA,06/08/2014,RPA Vehicle scheme costs,Various,Arval,RI0001264445,45365.4,RPA various Vehicle Scheme Costs - June-July 2014,SN5 6PQ,Supplier,N/A,N/A,Admin,GB 417 7346 42
RPA,21/08/2014,RPA Vehicle scheme costs,Various,Arval,RI0001311014,43989.67,Various Vehicle Scheme Costs - July-August 2014,SN5 6PQ,Supplier,N/A,N/A,Admin,GB 417 7346 43
RPA,18/08/2014,Cartographic and Digitising,Planning and Modelling,Cyient Europe Ltd,970002333,113430.18,Rural Land Register Geographical information services Digitisation - Amended parcels - July 2014,WC1V 6RL,Supplier,65711,N/A,Admin,GB 606 1380 69
RPA,18/08/2014,Cartographic and Digitising,Business as usual Projects,Cyient Europe Ltd,970002350,128810.26,Proactive Land Change Detection Flagged parcels - July 2014,WC1V 6RL,Supplier,PO1000075,SIPRLR02,Admin,GB 606 1380 69
