Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description
DEFRA,Core Defra,25/06/2013,Mobile Phones,Central Finance Group,Vodafone Ltd,67703035,"£75,853.97",Payment of quarterly mobile telephone charges - May 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Mendip Hills AONB,10513,"£57,342.84",Area of Outstanding Natural Beauty Grant - January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Cranborne Chase and West Wiltshire Downs AONB,220513,"£85,041.23",2012-13 Area of Outstanding Natural Beauty Grant - April 2012-March 2013 - second installment
DEFRA,Core Defra,21/06/2013,Current Grants E,Policy Delivery DG,Forest of Bowland AONB,30513,"£83,371.18",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Chichester Harbour AONB,2.40113E+12,"£40,010.00",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,27/06/2013,Current Grants E,Policy Delivery DG,Broads Authority,180613,"£886,861.00",2013-14 Grant payment - Quarter 2
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Tamar Valley AONB,80513,"£65,869.17",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Cannock Chase AONB,80113,"£59,994.16",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Blackdown Hills AONB,310513,"£69,802.95",2012-13 Area of Outstanding Natural Beauty Grant - April 2012-March 2013 - second installment
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Arnside and Silverdale AONB,150513,"£47,011.24",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Malvern Hills AONB,90513,"£81,212.00",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,East Devon AONB,140513,"£41,557.02",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,13/06/2013,Current Grants E,Policy Delivery DG,Surrey Hills AONB,150513,"£50,063.25",2012-13 Area of Outstanding Natural Beauty Grant February-March 2013
DEFRA,Core Defra,19/06/2013,Current Grants E,Policy Delivery DG,North Wessex Downs AONB,210513,"£88,998.36",2012-13 Area of Outstanding Natural Beauty Grant - April 2012-March 2013 - second installment
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Isle of Wight AONB,310513,"£65,393.00",2012-13 Area of Outstanding Natural Beauty Grant - April 2012-March 2013 - second installment
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,East Sussex County Council (High Weald AONB),310513,"£73,617.00",2012-13 Area of Outstanding Natural Beauty Grant - April 2012-March 2013 - second installment
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,Dedham Vale ANOB,160413,"£70,015.00",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,13/06/2013,Current Grants E,Policy Delivery DG,Solway Coast AONB Partnership,230513,"£41,772.86",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,21/06/2013,Current Grants E,Policy Delivery DG,Shropshire Hills AONB,150513,"£82,544.00",2012-13 Area of Outstanding Natural Beauty Grant January-March 2013
DEFRA,Core Defra,17/06/2013,Current Grants E,Policy Delivery DG,North Yorkshire County Council,290513,"£33,409.00",2012-13 Area of Outstanding Natural Beauty Grant - April 2012-March 2013 - second installment
DEFRA,Core Defra,03/06/2013,Evidence Non R&D,Policy Delivery DG,Food & Environment Research Agency,F0027914,"£243,346.50",2012-13 Memorandum of Understanding Quarter 4 - January-March 2013
DEFRA,Core Defra,19/06/2013,Current Grants E,Policy Delivery DG,Bermuda Zoological Society,140613,"£25,803.50",Darwin Institute Quarter 1 payment
DEFRA,Core Defra,19/06/2013,Current Grants E,Policy Delivery DG,Pesticide Action Network UK,40413,"£32,626.00",Studying impacts on biodiversity in Ethiopia and agro-ecological solutions (2013-16) - Darwin Initiative grant 
DEFRA,Core Defra,19/06/2013,Current Grants E,Policy Delivery DG,South Georgia Heritage Trust,260313,"£54,889.50",South Georgia Habitat Restoration Project: Mouse eradication sub-project (2013-16) - Darwin Initiative grant scheme
DEFRA,Core Defra,21/06/2013,Current Grants E,Policy Delivery DG,Institute of Zoology,290513,"£26,080.00",A sustainable future for Chinese Giant Salamanders (2012-16) - Darwin Initiative grant - July 2012-March 2013
DEFRA,Core Defra,05/06/2013,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,FUND850UK230513,"£260,955.24",Trust fund for the convention on the Conservation of Migratory species of Wild Animals
DEFRA,Core Defra,21/06/2013,Current Grants E,Policy Delivery DG,R S P B,220513,"£27,097.50",Conserving the critically endangered Bengal Florican - a Terai flagship species - Darwin Initiative grant - October 2012-March 2013
DEFRA,Core Defra,07/06/2013,Current Grants E,Policy Delivery DG,University Of Kent,230513,"£29,113.49",A cutting-edge approach to saving Seychelles' evolutionary distinct biodiversity  - Darwin Initiative grant - April 2013-March 2014
DEFRA,Core Defra,05/06/2013,International Subscriptions (Foreign Payments),Policy Delivery DG,International Union for Conservation of Nature,2013ST290,"£337,665.22",Foreign payment - Membership to International Union for Conservation of Nature
DEFRA,Core Defra,07/06/2013,Current Grants E,Policy Delivery DG,University of Oxford,240413,"£34,428.75",An autonomous seabird monitoring network for the southern ocean (1 April-30 June 2013) - Darwin Initiative Grant Scheme - Darwin Plus Award
DEFRA,Core Defra,21/06/2013,Current Grants E,Policy Delivery DG,The Natural History Museum,190413,"£25,074.46",2012-13 Tools for the sustainable harvesting of Mayanut (Mesoamerica) - Darwin Initiative grant
DEFRA,Core Defra,17/06/2013,Computer & IT Services,Chief Operating Officer DG,Department For Work & Pensions,2912579,"£549,700.00",2012-13 Government Gateway annual charges 
DEFRA,Core Defra,27/06/2013,Contractor - Management Cover,Chief Operating Officer DG,Detica Ltd,1055251,"£51,000.00",Costs of consultant providing specialist Information Assurance and IT security advice 26 January-30 April 2013
DEFRA,Core Defra,21/06/2013,Current Grants E,Policy Delivery DG,Bangor University,300513,"£27,209.75",2012-13 Strengthening the world's largest Marine Protected Area: Chagos Archipelago.  Darwin Initiative grant.
DEFRA,Core Defra,19/06/2013,Current Grants E,Policy Delivery DG,Global Diversity Foundation,190313,"£26,675.00","Medicinal plant trade, conservation and local livelihoods in southern Morocco (2013-16). Darwin Initiative Grant Scheme advance payment of Main Award"
DEFRA,Core Defra,25/06/2013,Current Grants E,Policy Delivery DG,Waste & Resources Action Programme,JUNE1170613,"£2,094,838.00",Funding for Waste and Resources Action Programme (WRAP) - June 2013 payment
DEFRA,Core Defra,17/06/2013,Other Current Payments E,Policy Delivery DG,South West Water Services Ltd,150513,"£9,785,274.00",2013-14 Funding to reduce the water sewerage charges levied on certain South West Water customers.  First payment.
DEFRA,Core Defra,11/06/2013,Evidence Non R&D,Policy Delivery DG,Food & Environment Research Agency,F0029968,"£30,129.66",2012-13 Memorandum of Understanding - Badger Vaccine Deployment Project - June 2013 payment
DEFRA,Core Defra,25/06/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5806130182,"£76,671.04",Technology Refresh - June 2013
DEFRA,Core Defra,17/06/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805130937,"£69,158.35",2012/2013 annual penetration test - May 2013
DEFRA,Core Defra,11/06/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805130315,"£54,405.55",Software Technology Refresh - Microsoft.NET software upgrade  April-May 2013
DEFRA,Core Defra,11/06/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,"""5805130314""","£194,925.40",Software technology refresh pre-engagement framework - February-March 2013
DEFRA,Core Defra,25/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Leeds,90181582,"£63,482.00",Developing an effective method for the systematic surveillance of bats in woodland habitats in the UK.  December 2011 - November 2013.
DEFRA,Core Defra,13/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Falklands Conservation,60613,"£30,100.00","Understanding and addressing the impact of invasive non-native species in the UK Overseas Territories in the South Atlantic: Early intervention and control of invasive plants in the Falkland Islands - June 2013 payment    
"
DEFRA,Core Defra,17/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,BTO Services Limited,ACCS0209220213,"£130,000.00",2012-13 Effects of woodland structure on woodland bird abundance - March 2013 payment
DEFRA,Core Defra,11/06/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,50613,"£1,250,000.00",2013-14 Local Services Support Grant - June 2013 payment
DEFRA,Core Defra,27/06/2013,Current Grants E,Policy Delivery DG,Met Office,I0087424,"£575,000.00","2013-14 Providing an Intergrated Flood Forecasting and Alerts Service covering England, to support and enhance exisiting national area delivery.  April-June 2013 payment."
DEFRA,Core Defra,03/06/2013,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAJUNE13,"£10,000,000.00",Grant-in-Aid - June 2013 payment
DEFRA,Core Defra,25/06/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00026425,"£26,816.23","London Rationalisation Programme, Nobel House - Additional Data and Power Works - May 2013"
DEFRA,Core Defra,25/06/2013,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-519648-44661,"£26,673.83",Research and development towards novel field-based approaches to the diagnosis of bovine tuberculosis in badgers - June 2013
DEFRA,Core Defra,25/06/2013,Other Current Payments (GB),Policy Delivery DG,Food & Environment Research Agency,F0030264,"£35,894.00",2012-13 Memorandum of Understanding - Badger control advice and support - June 2013 payment
DEFRA,Core Defra,05/06/2013,Other Current Payments E,Policy Delivery DG,The Farming Community Network,124,"£37,500.00",Bovine Tuberculosis business advice project - April-September 2013
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Zoological Society Of London.,ERS-519632-44628,"£40,198.83",A study to examine the interactions between cattle and badgers - June 2013 payment
DEFRA,Core Defra,24/06/2013,Payments to Agencies GB,Policy Delivery DG,D L O Holding/Prionics AG,220613,"£188,707.36",Purchase of Tuberculin
DEFRA,Core Defra,27/06/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00026497,"£281,297.58",Costs Incurred for the undertaking of estates maintenance projects over multiple sites which have been invoiced for in May 2013
DEFRA,Core Defra,25/06/2013,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00026332,"£109,221.01",Monthly charge for consumables provided by Interserve as part of the facilities management contract - charge covers properties across the Defra Network Estate - May 2013
DEFRA,Core Defra,10/06/2013,Payments to Agencies GB,Policy Delivery DG,D L O Holding/Prionics AG,60613,"£188,707.36",Purchase of Tuberculin
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Imperial College London,ERS-519636-44580,"£45,821.00",Transmission modelling and cost-effectiveness analysis of cattle vaccination at a herd level - June 2013 payment.
DEFRA,Core Defra,27/06/2013,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5805131110,"£6,155,795.76",IT Services - June 2013
DEFRA,Core Defra,07/06/2013,Membership of Organisations,Chief Operating Officer DG,Forrester Research Ltd,FRUK000360,"£36,330.00",Annual subscription for access to Forrester Market Intelligence services
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Kings College London,ERS-520252-44514,"£41,187.53",Demonstration Test Catchment project investigates innovative solutions to the problem of diffuse pollution in water quality including a data archive available to the public and for future research.  March 2013 payment.
DEFRA,Core Defra,03/06/2013,Training - Other External,Chief Operating Officer DG,H M R C,1.8E+13,"£41,000.00",Civil Service resourcing project to increase the UK contingent of the permanent staff of the EU institution including re-launched European Fast Stream
DEFRA,Core Defra,21/06/2013,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,1.30613E+13,"£272,862.00",Gangmasters Licensing Authority licensing/enforcement expenses funding - June 2013
DEFRA,Core Defra,25/06/2013,Other Current Payments E,Policy Delivery DG,Food & Environment Research Agency,F0028628,"£419,227.00",2012-13 Emergency Response and Recovery Programme - April 2013 payment
DEFRA,Core Defra,21/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Energy Saving Trust Ltd,SINGENL219,"£25,000.00",2012-13 At Home With Water - boiling point project
DEFRA,Core Defra,13/06/2013,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Freshfields Bruckhaus Deringer,EUKFF136461,"£227,265.86",2012-13 Commercial legal advice for the Thames Tideway Tunnel Project. April 2013 payment.
DEFRA,Core Defra,11/06/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1702112,"£29,519.14",2012-14 Memorandum of Understanding - May 2013 payment
DEFRA,Core Defra,25/06/2013,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-519588-44641,"£91,764.10",2013-14 Optimising targeted proteomics for quantitative species-specific analyses of animal feed - June 2013.
DEFRA,Core Defra,25/06/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1702145,"£29,795.27",2012-14 Memorandum of Understanding - June 2013 payment
DEFRA,Core Defra,05/06/2013,Publications - Storage & Distribution (C),Chief Operating Officer DG,Iron Mountain (UK) Ltd,340097,"£50,400.00",2013-14 Defra records storage contract - May 2013 payment
DEFRA,Core Defra,03/06/2013,Computer & IT Services,Chief Operating Officer DG,British Geological Survey,NERC10327,"£182,316.00",2013-14 Renewal of licence for British Geological Survey information
DEFRA,Core Defra,25/06/2013,Evidence Non R&D,Policy Delivery DG,National Physical Laboratory,115847,"£122,865.71",2012-13 Polycyclic Aromatic Hydrocarbons (PAHs) Monitoring and Analysis Network - March 2013 payment
DEFRA,Core Defra,17/06/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Royal Botanic Gardens Kew,S9274MT,"£72,572.33",Human Resouce and Information Communication Technology costs associated with the move of Kew processes to Defra - April 2013
DEFRA,Core Defra,03/06/2013,Evidence Non R&D,Policy Delivery DG,Rural Payments Agency,333753,"£35,813.00",2012-13 Horticultural Marketing Inspectorate fruit and vegetable price collection
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,North Wyke Research.,ERS-520071-44595,"£38,566.24",Greenhouse Gas Platform - Nitrous Oxide Emissions Factors - June 2013 payment
DEFRA,Core Defra,27/06/2013,Other Current Payments E,Chief Operating Officer DG,Steria Limited,100047412,"£28,542.00","Advisory services within IT relating to systems and concepts, including strategic studies and development of specific projects for the period 22 April-17 May 2013"
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-520072-44556,"£42,075.08",Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - June 13
DEFRA,Core Defra,17/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute Of Food Research,INV0004322,"£26,416.76",Production of bioalcohols from lignocellosic waste materials produced in the agri-food chain - October-December 2012
DEFRA,Core Defra,25/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Arable Group,TA1285,"£38,640.77",Reducing herbicide use in row crops with new targeted application methods treating detected weeds in bands.  May 2013 payment.
DEFRA,Core Defra,11/06/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,1201314,"£19,624,878.00",2013-14 Waste Infrastructure Grant -first quarter payment
DEFRA,Core Defra,17/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural Environ Research Council,NERC10418,"£50,000.00",2013-14 Shelf Sea biogeochemistry programme
DEFRA,Core Defra,13/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Marine Biological Association,348,"£51,000.00",Marine Environmental Change Network - January 2013 payment
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Sir Alister Hardy Foundation For Ocean Science,ERS-519704-44529,"£26,666.66",The Continous Plankton Recorder Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans.  June 2013 payment.
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Pirbright Institute,ERS-519618-44690,"£55,239.75",Genetic Resources for Food and Agriculture - development of novel foot and mouth disease vaccines - June 2013
DEFRA,Core Defra,13/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Risk & Policy Analysts Ltd,1768092,"£28,070.00",Value of the impact marine protected areas on recreation and tourism - second report
DEFRA,Core Defra,25/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Thomson Reuters (Professional UK) Ltd,801693035,"£64,000.00",Solcara (software) support - 2012/13
DEFRA,Core Defra,03/06/2013,Business & Technical/Consultancy Assignments,Chief Operating Officer DG,IBM United Kingdom Ltd,5804131408,"£29,909.96",Application development costs for Kew transfer of support services - April 2013
DEFRA,Core Defra,19/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Aberdeen,1.40613E+13,"£259,900.00","2012-13 Work to increase understanding of emissions of nitrous oxide from soils under typical UK agricultural management practices, improving the UK inventory of greenhouse gasses submitted annually under the Kyoto Protocol and United Nations Framework Convention on Climate Change - June 2013 payment"
DEFRA,Core Defra,27/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,UNEP-WCMC,1418,"£651,441.00",2012-14 Follow-on work to the UK National Ecosystem Assessment
DEFRA,Core Defra,03/06/2013,Grant-in Aid Payments,Policy Delivery DG,Natural England,280513,"£14,000,000.00",Grant-in-aid payment - June 2013
DEFRA,Core Defra,11/06/2013,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10057,"£112,632.24",Nature Conservancy Council pensions payments - May 2013
DEFRA,Core Defra,13/06/2013,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,60613,"£675,000.00",Grant-In-Aid - June 2013
DEFRA,Core Defra,27/06/2013,Other Current Payments E,Policy Delivery DG,University Of Warwick,ERS-520436-44565,"£230,470.84",2013-14 Support for the Horticultural Research Institute Genetic Resources Unit as a base collection and for use in vegetable research
DEFRA,Core Defra,27/06/2013,Other Current Payments E,Policy Delivery DG,University Of Reading,ERS-520435-44558,"£33,333.25",The Long Term Maintenance and Scientific Curation of the National Fruit Collection - June 2013
DEFRA,Core Defra,13/06/2013,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6152528,"£55,630.18",Farming Advice Service Contract - May 2013 payment
DEFRA,Core Defra,07/06/2013,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,334139A,"£60,389.87",School Milk top-up payment - January-March 2013.
DEFRA,Core Defra,21/06/2013,Other Current Payments E,Policy Delivery DG,National Farmers Union,OP0028073,"£63,082.33",Campaign for the Farmed Environment local activity - January-March 2013
DEFRA,Core Defra,19/06/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Cl:aire,34552013SP1010,"£33,274.25",Development of screening levels for assessment of land affected by contamination - June 2013
DEFRA,Core Defra,21/06/2013,Evidence Non R&D,Policy Delivery DG,G H K Consulting Ltd,30405746,"£32,020.00",Evidence Base Services for Energy-Using Products - May 2013
DEFRA,Core Defra,03/06/2013,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,240513,"£2,000,000.00",Grant-in-Aid - June 2013 
DEFRA,Core Defra,03/06/2013,Evidence Non R&D,Policy Delivery DG,University Of Nottingham,7681117,"£1,297,829.42",Farm Business Survey 2012/13 - Advance Payment
DEFRA,Core Defra,11/06/2013,Current Grants E,"Strategy, Evidence and Customers DG",National Measurement Office,E015870,"£125,000.00",2012-13 Funding to enforce the European Union Timber Regulation and UK Timber and Timber Products (Placing on the Market) Regulations 2013.
DEFRA,Core Defra,13/06/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Cranfield University,1376106,"£50,000.00",The Collaborative Centre of Excellence in Understanding and Managing Natural and Environmental Risk and Futures - June 2013 payment
DEFRA,Core Defra,01/07/2013,Electricity,Chief Operating Officer DG,E D F Energy,142110613,"£72,547.33","Electricity payment for AHVLA (Animal Health and Veterinary Laboratories Agency), Weybridge, 1-31 May 2013"
DEFRA,Core Defra,01/07/2013,Electricity,Chief Operating Officer DG,E D F Energy,1.46E+15,"£25,397.34","Electricity payment for Cefas (Centre for Environment, Fisheries and Aquaculture Science ), Lowestoft, 1-31 May 2013"
DEFRA,Core Defra,01/07/2013,Electricity,Chief Operating Officer DG,E D F Energy,153110613,"£36,680.04","Electricity payment AHVLA (Animal Health and Veterinary Laboratories Agency), Weybridge, 1-31 May 2013"
DEFRA,Core Defra,01/07/2013,Current Grants - Local Authorities,Policy Delivery DG,Royal Borough of Greenwich,10133008,"£58,354.00",Grant Award 2012-13 - Thamesmead Recycling Initiative
DEFRA,Core Defra,01/07/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,National Physical Laboratory,115827,"£35,000.00",Bioaerosol and odour emissions from composting facilities study
DEFRA,Core Defra,01/07/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,National Physical Laboratory,116594,"£31,500.00",Bioaerosol and odour emissions from composting facilities study
DEFRA,Core Defra,01/07/2013,Current Grants - Local Authorities,Policy Delivery DG,London Fire and Emergency Planning Authority,IN028422,"£25,000.00",Grant Claim 2012-13 - Fire and Rescue Service National Control Centre 
DEFRA,Core Defra,01/07/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8002928,"£26,180.16",Provision of Research Programme Management Services - June 2013
DEFRA,Core Defra,01/07/2013,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,13008909,"£140,961.00",Quality assurance of the Automatic Urban and Rural Network - fees and expenses
DEFRA,Core Defra,01/07/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,URS Infrastructure & Environment UK Ltd,5558919,"£37,500.00",Noise Monitoring Study
DEFRA,Core Defra,01/07/2013,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,13011102,"£144,839.00",Quality assurance of the Automatic Urban and Rural Network - fees for May 2013
DEFRA,Core Defra,01/07/2013,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA041314,"£2,500,000.00",Grant-in-Aid payment - July 2013
DEFRA,Core Defra,01/07/2013,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAJULY13,"£45,000,000.00",Grant in Aid Payment - July 2013
DEFRA,Core Defra,01/07/2013,Programme Income (E),Policy Delivery DG,Welsh Government,260613,"£352,530.37",European Union funding to the Welsh Government for the 2011 Bovine Tuberculosis Eradication Plan
DEFRA,Core Defra,01/07/2013,Grant-in Aid Payments,Policy Delivery DG,Natural England,240613,"£14,000,000.00",Grant in aid payment - July 2013
DEFRA,Core Defra,01/07/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000026682,"£40,728.84",Poultrymeat Marketing - March 2013
DEFRA,Core Defra,01/07/2013,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,280613,"£250,000.00",Local services support grant
DEFRA,Core Defra,01/07/2013,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,10713,"£2,000,000.00",Grant-in-Aid payment - July 2013
DEFRA,Core Defra,03/07/2013,Hardware Services/Non-Standard Hardware items,Chief Operating Officer DG,IBM United Kingdom Ltd,5806131440,"£67,477.28",AHVLA relocation project costs - June 2013
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Peak District National Park Auth,180613,"£1,800,000.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,South Downs National Park Authority,180613,"£2,559,235.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Northumberland Nat Park Authority,180613,"£717,000.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,North York Moors National Park,180613,"£1,138,224.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Lake District National Park Auth,180613,"£1,401,275.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Exmoor National Park Authority,180613,"£868,000.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Yorkshire Dales National Authority,180613,"£1,131,997.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,New Forest National Park Auth,180613,"£823,380.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Dartmoor National Park Authority,180613,"£1,117,024.00",Grant payment - Quarter 2 2013-14
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,South Georgia Heritage Trust,130613,"£54,889.50",Darwin Initiative grant: South Georgia Habitat Restoration Project: Mouse eradication sub-project (2013-2016) - June 2013 payment
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Global Diversity Foundation,150613,"£26,675.00","Darwin Initiative grant: Medicinal plant trade, conservation and local livelihoods in southern Morocco (2013-16)  - June 2013 payment"
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,R S P B,170513,"£26,406.00",Darwin Initiative grant: Enhancing habitat connectivity through sustainable development around the Gola Rainforest (Sierra Leone) (2013-16)  - June 2013 payment
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Joint Nature Conservation Committee,100513,"£29,712.50",Darwin Initiative grant: Mapping St Helena's marine biodiversity to create a Marine Management Plan (2012-14) - July 2013 payment
DEFRA,Core Defra,03/07/2013,Current Grants E,Policy Delivery DG,Birdlife International,1.41E+12,"£26,046.00",Darwin Initiative grant: Ecosystem conservation for climate change adaptation in East Africa (2012-15) - June 2013 payment
DEFRA,Core Defra,03/07/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5806130944,"£66,033.78",Delivering Public Sector Networks Compliance to Defra and extending Wide Area Network to RPA (Rural Payments Agency) - June 2013
DEFRA,Core Defra,03/07/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5806131097,"£50,789.99",ICT (Information Communications and Technology) technology refresh - June 2013
DEFRA,Core Defra,03/07/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5806131277,"£38,298.02",Websphere Process Choreographer Replacement - June 2013
DEFRA,Core Defra,03/07/2013,Programme Income (E),Policy Delivery DG,Department Of Agriculture & Rur Dev,260613,"£490,382.94","European Union funding to DARDNI (Department of Agriculture and Rural Development, Northern Ireland) for the 2011 Tuberculosis Eradication Plan - July 2013"
DEFRA,Core Defra,03/07/2013,Programme Consultancy Costs,Policy Delivery DG,Local Partnerships LLP,41101201,"£212,646.08",Local Partnerships Contract for Private Finance Initiative (PFI) projects - July 2013
DEFRA,Core Defra,03/07/2013,Programme Consultancy Costs,Policy Delivery DG,Local Partnerships LLP,41101215,"£216,975.02",Local Partnerships Contract for Private Finance Initiative (PFI) projects - July 2013
DEFRA,Core Defra,04/07/2013,Business Rates,Chief Operating Officer DG,D T Z,DEFRA195,"£307,410.23","Payments of rent, rates and service charges for various properties within the Defra Network for the month of July 2013"
