Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,  Total  
Ministry of Defence,Ministry of Defence,14/08/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178240,Spend on Inventory - General,87.78
Ministry of Defence,Ministry of Defence,19/08/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,84.66
Ministry of Defence,Ministry of Defence,21/08/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Equipment support non-project costs,84.44
Ministry of Defence,Ministry of Defence,12/08/2013,Design services and minor equipment purchases,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,237842,Equipment support non-project costs,83.86
Ministry of Defence,Ministry of Defence,30/08/2013,Food and clothing,Air Command,COONEEN DEFENCE LIMITED,BT75 0NE,39749,Cost of purchasing and repairing clothing,83.64
Ministry of Defence,Ministry of Defence,20/08/2013,IT and communication services,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240709,Computer equipment costing below the capitalisation threshold,81.94
Ministry of Defence,Ministry of Defence,28/08/2013,Food and clothing,Land Forces,ELIOR UK PLC,SK11 6ET,243366,Cost of clothing and textile services received,79.36
Ministry of Defence,Ministry of Defence,29-Aug-13,Administration,Air Command,SERCO LIMITED,RG27 9UY,244268,General administration,78.8
Ministry of Defence,Ministry of Defence,21/08/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical-non hospital treatment,78.51
Ministry of Defence,Ministry of Defence,20/08/2013,Purchase of inventory and services ,Head Office & Corporate Services,SERCO LIMITED,RG27 9UY,240960,Cost of other material consumed,77.67
Ministry of Defence,Ministry of Defence,02/08/2013,IT and communication services,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,234979,Computer equipment costing below the capitalisation threshold,77.04
Ministry of Defence,Ministry of Defence,07/08/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Equipment support non-project costs,76.68
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,242118,Consumption of engineering and technical inventory,76.48
Ministry of Defence,Ministry of Defence,19/08/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,75.54
Ministry of Defence,Ministry of Defence,06/08/2013,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,RH2 8BF,235999,Equipment support non-project costs,75.36
Ministry of Defence,Ministry of Defence,01/08/2013,Payment of utilities,Land Forces,FLOGAS BRITAIN LIMITED,LE7 1PF,234511,Utilities consumed - liquid petroleum gas,74.7
Ministry of Defence,Ministry of Defence,29/08/2013,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,243862,Utilities consumed - electricity,74.12
Ministry of Defence,Ministry of Defence,05/08/2013,Official entertainment and hospitality,Air Command,MODUS SERVICES LIMITED,SW1A 2HB,235617,Entertainment + hospitality,72.86
Ministry of Defence,Ministry of Defence,19/08/2013,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,240583,Cost of clothing and textile services received,72.62
Ministry of Defence,Ministry of Defence,30/08/2013,IT and communication services,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,244460,Computer equipment costing below the capitalisation threshold,72.4
Ministry of Defence,Ministry of Defence,20/08/2013,Payment of utilities,Head Office & Corporate Services,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,240750,Utilities consumed - gas,71.13
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Stationery & Imagery,Operations,BARCLAYCARD,,G - 9000154053 - 00169605,,68.67
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,IT Hardware,Operations,BARCLAYCARD,,G - 9000154053 - 00169605,,68.13
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Head Office & Corporate Services,CANON (UK) LIMITED,RH2 8BF,235999,Computer equipment costing below the capitalisation threshold,67.88
Ministry of Defence,Ministry of Defence,19/08/2013,Administration,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,General administration,66.56
Ministry of Defence,Ministry of Defence,06/08/2013,Design services and minor equipment purchases,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,235985,Equipment support non-project costs,66.1
Ministry of Defence,Ministry of Defence,22/08/2013,Purchase of inventory and services ,Head Office & Corporate Services,BOC LIMITED,M28 2UT,241587,Consumption of engineering and technical inventory,66
Ministry of Defence,Ministry of Defence,01/08/2013,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,OX4 2JY,234322,Utilities consumed - electricity,65.81
Ministry of Defence,Ministry of Defence,29/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,63.97
Ministry of Defence,Ministry of Defence,05/08/2013,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,235403,Spend on Inventory - General,63.43
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,242118,Consumption of medical dental and veterinary inventory,63.04
Ministry of Defence,Ministry of Defence,12/08/2013,General services and support,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,237842,Purchase of defence support equipment below capitalisation threshold of £25k.,62.7
Ministry of Defence,Ministry of Defence,05/08/2013,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,235396,IT Services -internal costs,62.46
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Joint Forces Command,EUROSHELL DEUTSCHLAND GMBH,,5000100747,Oil and lubricants consumed excluding those from the inventory system,62.03
Ministry of Defence,Ministry of Defence,21/08/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,241097,Consumption of medical dental and veterinary inventory,61.52
Ministry of Defence,Ministry of Defence,20/08/2013,IT and communication services,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240709,Telephone minor equipment below capitalisation threshold,61.26
Ministry of Defence,Ministry of Defence,27/08/2013,General services and support,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,242769,Purchase of defence support equipment below capitalisation threshold of £25k.,60.47
Ministry of Defence,Ministry of Defence,21/08/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical health services,60.25
Ministry of Defence,Ministry of Defence,06/08/2013,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,235999,Purchase of defence support equipment below capitalisation threshold of £25k.,59.98
Ministry of Defence,Ministry of Defence,09/08/2013,"Transportation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,237713,Military short term detached duty,59.5
Ministry of Defence,Ministry of Defence,05/08/2013,Official entertainment and hospitality,Navy Command,MODUS SERVICES LIMITED,SW1A 2HB,235617,Entertainment + hospitality,59.23
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,IT Software,Operations,BARCLAYCARD,,G - 9000154055 - 00169608,,59
Ministry of Defence,Ministry of Defence,20/08/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - electricity,58.71
Ministry of Defence,Ministry of Defence,29/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000101458,Military short term detached duty,58.33
Ministry of Defence,Ministry of Defence,02/08/2013,Payment of utilities,Land Forces,FLOGAS BRITAIN LIMITED,LE7 1PF,235058,Utilities consumed - liquid petroleum gas,57.88
Ministry of Defence,Ministry of Defence,19/08/2013,Estate management,Air Command,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,240272,Estate core services charge,57.48
Ministry of Defence,Ministry of Defence,22/08/2013,"Purchase of munitions, other inventory or fuel",Land Forces,E.P.BARRUS LTD,OX26 4UR,241666,Raw materials and consumable engineering and technical fiscal inventory purchased,57.34
Ministry of Defence,Ministry of Defence,20/08/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - gas,56.51
Ministry of Defence,Ministry of Defence,28/08/2013,General services and support,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,243266,Purchase of defence support equipment below capitalisation threshold of £25k.,55.43
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Materials & Equipment,Programme Office,BARCLAYCARD,,G - 9000154055 - 00169608,,53.59
Ministry of Defence,Ministry of Defence,07/08/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Oil and lubricants consumed excluding those from the inventory system,52.33
Ministry of Defence,Ministry of Defence,05/08/2013,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,235396,Purchase of defence support equipment below capitalisation threshold of £25k.,51.74
Ministry of Defence,Ministry of Defence,21/08/2013,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,241132,Spend on Inventory - General,51.16
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Head Office & Corporate Services,ARAL AG.,44789,5000100733,Oil and lubricants consumed excluding those from the inventory system,48.41
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,235989,Consumption of engineering and technical inventory,46.17
Ministry of Defence,Ministry of Defence,16/08/2013,Spend on Inventory - General,Head Office & Corporate Services,REXEL UK LTD,EN6 9EB,239992,Spend on Inventory - General,46.08
Ministry of Defence,Ministry of Defence,02/08/2013,Food and clothing,Land Forces,ITURRI SA,OX16 3TA,3000009443,Cost of purchasing and repairing clothing,44.77
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,241595,Utilities consumed - electricity,43.74
Ministry of Defence,Ministry of Defence,19/08/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Entertainment + hospitality,43.6
Ministry of Defence,Ministry of Defence,02/08/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - electricity,43.54
Ministry of Defence,Ministry of Defence,29/08/2013,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,244378,Cost of other material consumed,43.29
Ministry of Defence,Ministry of Defence,15/08/2013,Estate management,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,239155,Estate + facilities management services - accommodation inventory + service,42.27
Ministry of Defence,Ministry of Defence,21/08/2013,Purchase of general transport equipment,Defence Equipment & Support,TERBERG DTS (UK) LIMITED,HX5 9DA,241461,Transport other asset - in year capital addition,42.11
Ministry of Defence,Ministry of Defence,30/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,IT Services -internal costs,41.88
Ministry of Defence,Ministry of Defence,21/08/2013,Estate management,Air Command,XMA LTD,NG11 7EP,241512,Estate + facilities management services - accommodation inventory + service,40.94
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Navy Command,BRITISH GAS TRADING LIMITED,OX4 2JY,241595,Utilities consumed - electricity,40.53
Ministry of Defence,Ministry of Defence,20/08/2013,Purchase of inventory and services ,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of other material consumed,35.81
Ministry of Defence,Ministry of Defence,09/08/2013,Payment of utilities,Land Forces,FLOGAS BRITAIN LIMITED,LE7 1PF,237433,Utilities consumed - liquid petroleum gas,35.8
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,242118,Consumption of engineering and technical inventory,35.58
Ministry of Defence,Ministry of Defence,16/08/2013,Spend on Inventory - General,Air Command,REXEL UK LTD,EN6 9EB,239992,Spend on Inventory - General,35.52
Ministry of Defence,Ministry of Defence,07/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Telephone minor equipment below capitalisation threshold,35.28
Ministry of Defence,Ministry of Defence,22/08/2013,Estate management,Land Forces,ARAMARK LTD,LS16 6QY,241549,Estate + facilities management services - accommodation inventory + service,33.41
Ministry of Defence,Ministry of Defence,27/08/2013,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,OX4 2JY,242786,Utilities consumed - electricity,33.41
Ministry of Defence,Ministry of Defence,19/08/2013,Rent and rates,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Rent buildings - non civil estate property and married quarter property,33.28
Ministry of Defence,Ministry of Defence,20/08/2013,General services and support,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240709,Purchase of defence support equipment below capitalisation threshold of £25k.,32.96
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,235999,Computer equipment costing below the capitalisation threshold,32.72
Ministry of Defence,Ministry of Defence,15/08/2013,Administration,Navy Command,PALLETWAYS (U K) LTD,WS13 8NE,239465,General administration,32.67
