Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,  Total  
Ministry of Defence,Ministry of Defence,19/08/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,240408,Works - estate management,"499,374.76"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,238035,IT + communications asset - in year capital addition,"497,231.66"
Ministry of Defence,Defence Science and Technology Laboratory,30/08/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000154358 - 00169656,,"496,823.56"
Ministry of Defence,Ministry of Defence,30/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,244685,Fiscal asset under construction - capital in year addition,"496,424.04"
Ministry of Defence,Ministry of Defence,19/08/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11194,Monthly GPC payment,"495,247.48"
Ministry of Defence,Ministry of Defence,14/08/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,238813,Works - estate management,"493,044.72"
Ministry of Defence,Ministry of Defence,07/08/2013,IT and communication services,Head Office & Corporate Services,IBM UNITED KINGDOM LIMITED,PO6 3AE,236496,Information technology services,"484,550.68"
Ministry of Defence,Ministry of Defence,23/08/2013,Externally delivered education and training,Land Forces,RED SNAPPER RECRUITMENT LIMITED,RG21 7GP,242551,External military training ,"478,653.01"
Ministry of Defence,Ministry of Defence,22/08/2013,Rental of plant and machinery,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,241590,Plant + machinery private finance initiative - service concession arrangements service charge,"478,191.73"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,238855,Fiscal asset under construction - capital in year addition,"477,456.52"
Ministry of Defence,Ministry of Defence,29/08/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000101448,Works services - excluding United States forces/NATO + married quarters,"474,070.16"
Ministry of Defence,Ministry of Defence,09/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,ENERSYS LTD.,,237421,Equipment support non-project costs,"473,793.11"
Ministry of Defence,Ministry of Defence,08/08/2013,Design services and minor equipment purchases,Land Forces,SAAB AB,,3000009470,Equipment support non-project costs,"463,750.00"
Ministry of Defence,Ministry of Defence,09/08/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,237471,Works - estate management,"460,351.68"
Ministry of Defence,Ministry of Defence,12/08/2013,Estate management,Joint Forces Command,SERCO LIMITED,RG27 9UY,238221,Works - estate management,"458,828.45"
Ministry of Defence,Ministry of Defence,23/08/2013,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,242606,Cost of food purchases,"449,812.37"
Ministry of Defence,Ministry of Defence,27/08/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,242860,Utilities consumed - electricity,"448,922.07"
Ministry of Defence,Ministry of Defence,20/08/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,240692,Property dwellings private finance initiative - service concession arrangement service charge,"448,886.60"
Ministry of Defence,Ministry of Defence,08/08/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,237037,Estate core services charge,"448,671.85"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000153988 - 00167881,,"447,216.21"
Ministry of Defence,Ministry of Defence,16/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,239817,Equipment support project costs,"445,763.28"
Ministry of Defence,Ministry of Defence,05/08/2013,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000019831,Aviation fuel casual uplift consumed,"436,939.22"
Ministry of Defence,Ministry of Defence,08/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,236960,Equipment support non-project costs,"436,547.30"
Ministry of Defence,Ministry of Defence,20/08/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,240750,Utilities consumed - gas,"435,800.22"
Ministry of Defence,Ministry of Defence,27/08/2013,Fuel for military use,Land Forces,HARVEST ENERGY LIMITED,W1G 0PU,242905,Cost of ground diesel fuel consumed,"429,781.04"
Ministry of Defence,Ministry of Defence,06/08/2013,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,236295,Capital spares engineering and technical inventory single use military equip capital in year addition,"429,285.62"
Ministry of Defence,Ministry of Defence,21/08/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,241436,Estate + facilities management services - accommodation inventory + service,"424,081.83"
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2013,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000154130 - 00168411,,"424,070.00"
Ministry of Defence,Ministry of Defence,21/08/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,241058,Cost of food services,"421,758.65"
Ministry of Defence,Ministry of Defence,15/08/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,239331,Works - estate management,"420,786.53"
Ministry of Defence,Ministry of Defence,06/08/2013,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,236234,Property dwellings private finance initiative - service concession arrangement service charge,"413,888.12"
Ministry of Defence,Ministry of Defence,14/08/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,238829,Estate core services charge,"408,573.43"
Ministry of Defence,Defence Science and Technology Laboratory,30/08/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000154368 - 00169569,,"407,393.18"
Ministry of Defence,Ministry of Defence,14/08/2013,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,238716,Estate + facilities management services - accommodation inventory + service,"405,970.52"
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000154122 - 00167758,,"404,862.00"
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,KPMG LLP,WD17 1DE,238828,Equipment support non-project costs,"404,794.00"
Ministry of Defence,Ministry of Defence,06/08/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,236251,Estate + facilities management services - accommodation inventory + service,"403,760.75"
Ministry of Defence,Ministry of Defence,29/08/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,244005,Estate + facilities management services - accommodation inventory + service,"403,493.15"
Ministry of Defence,Ministry of Defence,19/08/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,240583,Cost of food services,"394,980.48"
Ministry of Defence,Ministry of Defence,09/08/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,237713,Estate + facilities management services - accommodation inventory + service,"394,022.52"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000154036 - 00166601,,"390,000.00"
Ministry of Defence,Ministry of Defence,14/08/2013,Research and development,Joint Forces Command,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,238656,Research and development at the pre main gate stage of a project,"389,110.00"
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009517,Spend on Inventory - General,"386,991.66"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000153988 - 00167883,,"383,822.30"
Ministry of Defence,Ministry of Defence,29/08/2013,Fees for professional services,Defence Equipment & Support,JACOBS U.K. LIMITED,RG41 5TU,244026,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","381,858.76"
Ministry of Defence,Ministry of Defence,12/08/2013,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,237919,Property dwellings private finance initiative - service concession arrangement service charge,"380,559.09"
Ministry of Defence,Ministry of Defence,05/08/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,235875,Works - estate management,"380,167.53"
Ministry of Defence,Ministry of Defence,29/08/2013,Property leases,Defence Infrastructure Organisation ,T.G. POWER LTD,G51 3EQ,244313,Property non dwellings private finance initiative - service concession arrangement service charge,"378,106.23"
Ministry of Defence,Ministry of Defence,27/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,EUROCOPTER UK LIMITED,OX5 1QZ,242872,Equipment support project costs,"377,396.80"
Ministry of Defence,Ministry of Defence,28/08/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,243366,Cost of food services,"372,571.38"
Ministry of Defence,Ministry of Defence,14-Aug-13,Administration,Joint Forces Command,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,NW9 5BA,238683,General administration,"371,192.40"
Ministry of Defence,Ministry of Defence,19/08/2013,Purchase of inventory and services ,Joint Forces Command,GIB OIL LIMITED,,3000009496,Consumption of oils and lubricants inventory,"368,466.64"
Ministry of Defence,Ministry of Defence,01/08/2013,Fees for professional services,Head Office & Corporate Services,TNT UK LIMITED,BL0 9AR,234899,Fees for professional services excluding legal fees,"366,710.80"
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2013,Sub Contracted Research,Programme Office,SELEX ES LIMITED,,V - 9000154172 - 00168619,,"364,595.74"
Ministry of Defence,Ministry of Defence,12/08/2013,Research and development,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,237836,Research and development at the pre main gate stage of a project,"361,382.00"
Ministry of Defence,Ministry of Defence,22/08/2013,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,DRS TECHNOLOGIES UK LIMITED,GU9 9NN,241659,Capital spares engineering and technical inventory fiscal capital in year addition,"360,000.00"
Ministry of Defence,Ministry of Defence,01/08/2013,Property leases,Defence Infrastructure Organisation ,T.G. POWER LTD,G51 3EQ,234866,Property non dwellings private finance initiative - service concession arrangement service charge,"355,067.78"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000153988 - 00164672,,"354,806.05"
Ministry of Defence,Ministry of Defence,21/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,241085,Equipment support project costs,"354,228.96"
Ministry of Defence,Ministry of Defence,20/08/2013,Externally delivered education and training,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,240950,External military training ,"354,110.84"
Ministry of Defence,Ministry of Defence,22/08/2013,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,241608,Fees for professional services excluding legal fees,"353,369.00"
Ministry of Defence,Ministry of Defence,01/08/2013,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,234601,Estate core services charge,"343,424.65"
Ministry of Defence,Defence Science and Technology Laboratory,23/08/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000154228 - 00169357,,"342,509.53"
Ministry of Defence,Ministry of Defence,29/08/2013,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,244021,Cost of food services,"339,464.27"
Ministry of Defence,Ministry of Defence,12/08/2013,Design services and minor equipment purchases,Joint Forces Command,VAN WIJNGAARDEN MARINE SERVICES B V,,3000009477,Equipment support non-project costs,"336,910.83"
Ministry of Defence,Ministry of Defence,30/08/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,BIGWHITEWALL LTD,EC1V 7DH,244438,Cost of claims/compensation and related expenses against MOD,"332,855.00"
Ministry of Defence,Ministry of Defence,12/08/2013,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,237912,Cost of food services,"331,255.80"
Ministry of Defence,UK Hydrographic Office,19/08/2013,Accommodation expenses,National Hydrogaphic Progamme,DGFM,,2000065359,,"328,289.18"
Ministry of Defence,Ministry of Defence,13/08/2013,Property leases,Defence Infrastructure Organisation ,BANNOCKBURN HOMES LIMITED,EH2 1DF,238344,Property dwellings private finance initiative - service concession arrangement service charge,"328,144.27"
Ministry of Defence,Defence Science and Technology Laboratory,30/08/2013,Sub Contracted Research,Programme Office,NITEWORKS,,V - 9000154371 - 00168325,,"328,055.00"
Ministry of Defence,Ministry of Defence,20/08/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,ROYAL AIR FORCE BENEVOLENT FUND,W1B 1AR,240946,Cost of claims/compensation and related expenses against MOD,"325,000.00"
Ministry of Defence,Ministry of Defence,22/08/2013,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,241920,Aviation fuel casual uplift consumed,"323,785.95"
Ministry of Defence,Ministry of Defence,05/08/2013,Estate management,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,235502,Estate + facilities management services - accommodation inventory + service,"322,289.66"
