Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SANDWELL MBC,4000062259,1057097,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SEFTON COUNCIL,4000062260,711087,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SHEFFIELD CITY COUNCIL,4000062261,1323955,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SHROPSHIRE COUNCIL,4000062262,450441,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SLOUGH BOROUGH COUNCIL,4000062263,305085,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SOLIHULL MBC,4000062264,337643,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SOMERSET COUNTY COUNCIL,4000062265,663623,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SOUTH GLOUCEST,4000062266,365279,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SOUTH TYNESIDE,4000062267,609310,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000062268,650170,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000062269,410456,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,ST HELENS MBC,4000062270,514520,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,STAFFORDSHIRE COUNCIL,4000062271,1385944,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,STOCKPORT MBC,4000062272,567280,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,STOCKTON ON TEES,4000062273,524680,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000062274,738375,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SUFFOLK COUNTY COUNCIL,4000062275,1052304,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SUNDERLAND CITY COUNCIL,4000062276,817966,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SURREY COUNTY COUNCIL,4000062277,1193770,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,SWINDON BOROUGH COUNCIL,4000062278,288627,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,TAMESIDE MBC,4000062279,600798,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,TELFORD & WREKIN COUNCIL,4000062280,515137,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,THE LONDON BOROUGH OF HACKNEY,4000062281,887824,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000062282,332997,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000062283,178642,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,THURROCK COUNCIL,4000062284,319938,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,TORBAY COUNCIL,4000062285,287436,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,TRAFFORD MB COUNCIL,4000062286,413336,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WAKEFIELD MDC,4000062287,679899,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WALSALL MBC,4000062288,958017,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WARRINGTON BOROUGH COUNCIL,4000062289,381005,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WARWICKSHIRE COUNTY COUNCIL,4000062290,775695,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WEST BERKSHIRE COUNCIL,4000062291,194559,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WEST SUSSEX COUNTY COUNCIL,4000062292,854360,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WIGAN MBC,4000062293,802151,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WILTSHIRE COUNCIL,4000062294,663712,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WOKINGHAM BOROUGH COUNCIL,4000062295,129661,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WOLVERHAMPTON CITY COUNCIL,4000062296,900275,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,WORCESTERSHIRE COUNTY COUNCIL,4000062297,855265,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,School Resources Group,YORK CITY COUNCIL,4000062298,271614,Current grant paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,Current Grants,Families Group,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,2000445,225000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,Current Grants,Post 16 Young People Learning Agency Resources Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000454,91829748,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,Current Grants,Free School Group,KIFSA LTD,4000060715,26900.94,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,Current Grants,Academies Delivery Group,LANDAU FORTE COLLEGE,4000060717,28500,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,02/09/2011,Current Grants,Free School Group,RUSSELL EDUCATION TRUST,4000060765,49842.4,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,CHAFFORD HUNDRED CAMPUS BUSINESS & ENTERPRISE COLLEGE,4000060786,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,DOVE HOUSE SCHOOL,4000060789,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,GOFFS SCHOOL,4000060793,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,GOOLE HIGH SCHOOL,4000060794,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,NEWPORT COMMUNITY SCHOOL,4000060803,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,NORBRIDGE PRIMARY SCHOOL,4000060804,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,OLDKNOW JUNIOR SCHOOL,4000060806,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,PARK VIEW BUSINESS & ENTERPRISE SCHOOL,4000060807,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,SHERINGHAM HIGH SCHOOL,4000060814,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,ST AUGUSTINES CATHOLIC COLLEGE,4000060815,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,ST GEORGES CE SCHOOL,4000060816,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,STOCKLAND C OF E PRIMARY ACADEMY,4000060817,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,THE HIGHFIELD SCHOOL,4000060818,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/09/2011,Current Grants,Academies Delivery Group,THE JOSEPH WHITAKER SCHOOL,4000060819,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,Current Grants,Free School Group,EDEN PRIMARY TRUST,4000060855,38100.43,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,Current Grants,Academies Delivery Group,KIRKLEY SCHOOL FELIXSTOWE,4000060864,49656.8,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,Current Grants,Academies Delivery Group,THE NEW ACADEMY TRUST STANLEY,4000060879,30642.12,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,07/09/2011,Current Grants,Academies Delivery Group,E ACT,4000060918,79907.75,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Academies Delivery Group,ALL SAINTS ACADEMY CHELTENHAM,4000060960,36302.3,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Academies Delivery Group,CASTLE HALL ACADEMY TRUST,4000060970,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Curriculum and Behaviour Group,CHEADLE HULME HIGH SCHOOL,4000060972,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Academies Delivery Group,HIGHAMS PARK SCHOOL,4000060977,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Academies Delivery Group,HOLY TRINITY CE AIDED PRIMARY SCHOOL,4000060978,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Academies Delivery Group,ST DUNSTANS COMMUNITY SCHOOL,4000061005,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Academies Delivery Group,THE BROOKSBANK SCHOOL SPORTS COLLEGE,4000061008,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/09/2011,Current Grants,Academies Delivery Group,CAMBRIDGE MERIDIAN ACADEMIES TRUST,4000061141,58465.01,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/09/2011,Current Grants,Academies Delivery Group,TWYFORD CE HIGH SCHOOL,4000061174,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,ALL SAINTS ACADEMY CHELTENHAM,4000061205,104778.57,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,DARLINGTON BOROUGH COUNCIL,4000061218,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,GLENTHORNE HIGH SCHOOL,4000061223,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,KINGSLEY SCHOOL,4000061226,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,NEWTON ACADEMY TRUST,4000061230,60115.07,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,ORMISTON ACADEMIES TRUST,4000061232,71857.02,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,ROWENA NURSERY & INFANT SCHOOL,4000061236,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,ST MARYS CE VA PRIMARY SCHOOL,4000061238,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Academies Delivery Group,WARDEN PARK SCHOOL,4000061247,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,ALL SAINTS CE PRIMARY SCHOOL,4000061270,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Free School Group,ARK SCHOOLS,4000061273,59204.93,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,BANBURY SCHOOL,4000061274,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,BEXLEY HEATH ACADEMY,4000061275,31817,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,BISHOPSHALT SCHOOL,4000061276,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,CREATIVE EDUCATION ACADEMIES TRUST,4000061285,47797.47,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,DASHWOOD PRIMARY SCHOOL,4000061286,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,HADRIAN LOWER SCHOOL,4000061294,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,HARRIS ACADEMY BECKENHAM,4000061295,90664.45,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,HEATH PARK BUSINESS & ENTERPRISE COLLEGE,4000061297,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,HOLY CROSS CATHOLIC PRIMARY SCHOOL,4000061300,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,KIRKLEY SCHOOL FELIXSTOWE,4000061302,36410,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,STISTED CE VA PRIMARY SCHOOL,4000061319,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,STOCKTON ON TEES,4000061320,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,THE FIRS LOWER SCHOOL,4000061322,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Current Grants,Academies Delivery Group,THE PHILIP MORANT SCHOOL & COLLEGE,4000061323,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Academies Delivery Group,ACADEMY ENTERPRISE TRUST,4000061395,73040.84,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Academies Delivery Group,CREATIVE EDUCATION ACADEMIES TRUST,4000061408,66954.31,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Academies Delivery Group,ISAMBARD COMMUNITY SCHOOL,4000061418,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Academies Delivery Group,JOHN CABOT ACADEMY,4000061420,43728.8,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Academies Delivery Group,SARUM ACADEMY,4000061437,30000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Academies Delivery Group,THE DISCOVERY ACADEMY,4000061438,33923.14,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Curriculum and Behaviour Group,THE FOLKESTONE SCHOOL FOR GIRLS,4000061439,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Current Grants,Free School Group,ARK SCHOOLS,4000061674,85699.82,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Current Grants,Academies Delivery Group,JOHN CABOT ACADEMY,4000061689,54084.56,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Current Grants,Free School Group,RAINBOW SCHOOLS TRUST,4000061701,83436.1,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Current Grants,Free School Group,STOUR VALLEY EDUCATIONAL TRUST LTD,4000061708,64977.12,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,ASH GREEN SCHOOL & ARTS COLLEGE,4000061729,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,CASTERTON BUSINESS & ENTERPRISE COLLEGE,4000061733,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,CASTLE BUSINESS & ENTERPRISE COLLEGE,4000061734,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,COTTENHAM VILLAGE COLLEGE,4000061737,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,DEARHAM SCHOOL,4000061739,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,KENT COUNTY COUNCIL,4000061745,198248.84,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,LUDDENDENTFOOT J & SCHOOL,4000061746,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,MELLOR PRIMARY SCHOOL,4000061747,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,PADSTOW SCHOOL,4000061750,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,PARK HALL JUNIOR SCHOOL,4000061751,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,SIR WILLIAM BURROUGH PRIMARY SCHOOL,4000061756,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,SOUTH AXHOLME COMMUNITY SCHOOL,4000061757,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,THE BLUE SCHOOL,4000061758,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,THE BRUNTS SCHOOL,4000061759,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,THE CENTRE SCHOOL,4000061760,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,THE STREETLY SCHOOL,4000061761,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,THE TYRRELLS PRIMARY SCHOOL,4000061762,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,WEATHERHEAD HIGH SCHOOL,4000061766,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,Current Grants,Academies Delivery Group,WILMINGTON PRIMARY SCHOOL,4000061767,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,Current Grants,Free School Group,MOORLANDS FREE SCHOOL,4000061803,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,APPLECROFT PRIMARY SCHOOL,4000061829,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,BERWICK UPON TWEED COMMUNITY HIGH SCHOOL,4000061835,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,BLACKPOOL CE PRIMARY SCHOOL,4000061838,275000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
