Entity,Date,Supplier ,Amount,Description
EA,25/02/2014,Department For Work & Pensions,"28,560.00",Creating Asset Management Capacity Authentication and Authorisation Project
EA,25/02/2014,Bernard G Perry,"28,482.00",Minor works - Minehead Groyne Markers
EA,18/02/2014,VWR International Ltd,"28,314.37","Supply of bottles and associated consumables for Operational Support at National Laboratory Service, Nottingham"
EA,25/02/2014,British Gas Business,"28,192.37",North West Region renewable electricity - February 2014
EA,18/02/2014,Epimorphics Ltd,"27,936.00",Support for Linked Data Registry
EA,25/02/2014,J Breheny Contractors Ltd,"27,912.86",Allington Lock Moorings Project
EA,25/02/2014,Halcrow Group Ltd,"27,871.20",Long-Term Investment Strategy (LTIS) Improvements Phase 2 - modelling services
EA,06/02/2014,Bristol Avon Rivers Trust,"27,813.00",By Brook Phase One Project
EA,13/02/2014,ECS Engineering Services Ltd,"27,799.20",Midlands and Anglian - Mechanical and Electrical Maintenance of Field Assets
EA,11/02/2014,EDF Energy Plc,"27,423.22",Central Clewer and Northmoor Pumping Station renewable electricity supply
EA,04/02/2014,Wessex Chalk Streams & Rivers Trust,"27,259.20",Lower Avon Severals Habitat Enhancement Project.
EA,06/02/2014,Halcrow Group Ltd,"27,029.63",Ipswich Flood Defence Management Scheme
EA,25/02/2014,South Ribble Borough Council,"26,847.00",Rates for Spurrier House - 1 April 2013-31 March 2014
EA,04/02/2014,Birse Civils Ltd,"26,774.14",Thames Tidal Frontages
EA,06/02/2014,Jacobs UK Ltd,"26,752.64",Lower Thames Flood Plain Management
EA,18/02/2014,Ground Control Ltd,"26,746.80",Vegetation removal on the River Parrett and Tone pinch points
EA,25/02/2014,Actica Consulting Ltd,"26,506.80",IT health check of the Radioactive Sources Regulation (RSR) Application
EA,13/02/2014,Advantis Credit Ltd,"26,478.47",Debt recovery services for December 2013
EA,13/02/2014,Barhale plc,"25,895.74",Installation of access steps - Castle Farm
EA,13/02/2014,Volkerstevin Ltd,"25,766.20",Dartford Creek Barrier security works
EA,13/02/2014,Amco Engineering,"25,502.64",Repairs to damaged section of sea defence in Sheerness
EA,25/02/2014,Van Oord UK Ltd,"25,475.37",Recovery of Seaford beach (including second phase recycling operation) - February 2014
EA,13/02/2014,Dawnus Construction Ltd,"25,050.36",Gundry Weir Refurbishment - new fish pass works
EA,25/02/2014,Blackpool Borough Council,"25,000.00",Project Management costs for Water Management Partnership
EA,25/02/2014,Lancaster University,"25,000.00",Breathe Easier project - 1 October 2013-30 September 2014
JNCC,31/01/2014,REDFERN TRAVEL LTD                                          ,"30,008.98",Various travel and accommodation charges - January 2014
JNCC,14/02/2014,BRITISH TRUST FOR ORNITHOLOGY,"110,662.75",Monitoring of birds and the environment
JNCC,26/02/2014,KELWAY UK LTD                                               ,"32,106.62",44 Hewlett Packard Notebook computers
JNCC,19/02/2014,DHI WATER ENVIRONMENTS UK LTD                               ,"108,000.00",Draft report on UK Harbour Porpoise Populations
JNCC,28/02/2014,REDFERN TRAVEL LTD                                          ,"28,557.25",Various travel and accommodation charges - February 2014.
NFC,10/02/2014,Staffordshire Wildlife Trust,"65,000.00",Grant towards Tucklesholme Quarry acquisition
CEFAS,13/02/2014,DEFRA RECEIPTS,"651,589.96",Quarter 3 VAT - 2013-14
CEFAS,13/02/2014,DTZ DTL Clients A/C Re Defra,"51,001.06",Core services - Weymouth - January 2014 
CEFAS,13/02/2014,DTZ DTL Clients A/C Re Defra,"101,433.56",Core services - Pakefield Road - January 2014 
CEFAS,20/02/2014,DTZ DTL Clients A/C Re Defra,"26,064.43","Quarter 3 rent, rates, gas, electricity and water recharges - Pakefield Road, Lowestoft - 1 October-31 December 2013 "
CEFAS,20/02/2014,DTZ DTL Clients A/C Re Defra,"71,407.10","Quarter 3 rent, rates, gas, electricity and water recharges - Pakefield Road, Lowestoft - o1 October-31 December 2013 "
CEFAS,20/02/2014,DTZ DTL Clients A/C Re Defra,"35,651.67","Quarter 3 rent, rates, gas, electricity and water recharges - Pakefield Road, Lowestoft - 1 October-31 December 2013 "
CEFAS,25/02/2014,DTZ DTL Clients A/C Re Defra,"51,001.06",Core services - Weymouth - February 2014 
CEFAS,25/02/2014,DTZ DTL Clients A/C Re Defra,"101,433.56",Core services - Pakefield Road - February 2014 
CEFAS,28/02/2014,ENVIRONMENT AGENCY,"33,985.00","Hartland Point to Tintagel, Newquay and the Gannel, Padstow Bay and the surrounds, Chesil beach and Stennis lodges, Poole rocks processing"
RPA,24/02/2014,Accenture (UK) LTD,"132,038.17",Rural Payments Agency IT Application support services and project work
RPA,11/02/2014,Badenoch & Clark,"32,067.00",Strategic Improvement Plan - clientside support
RPA,24/02/2014,Computacenter (UK) Ltd,"37,243.80",Citrix licenses
RPA,12/02/2014,Defra (Other Charges),"603,074.00",Human Resources Services Recharge - 2013-14 
RPA,24/02/2014,Defra (Other Charges),"112,472.00",Implementation cost for the common Wide Area Network project
RPA,18/02/2014,DSGi Business,"75,834.00",Monthly service charge - February 2014
RPA,10/02/2014,DTZ,"42,178.90",Depreciation charges - February 2014
RPA,20/02/2014,DTZ,"31,444.16",Recharge of Core Facilities Management - December 2013
RPA,20/02/2014,DTZ,"32,613.10",Recharge of Core Facilities Management - January 2014
RPA,20/02/2014,DTZ,"37,845.49",Recharge of Core Facilities Management - January 2014
RPA,20/02/2014,DTZ,"42,360.19",Recharge of Core Facilities Management - January 2014
RPA,25/02/2014,DTZ,"38,983.23","Quarterly Facilities Management charges - Carlisle - rates, insurance, gas and water - 1 October-31 December 2013"
RPA,25/02/2014,DTZ,"182,793.62","Quarterly Facilities Management charges - Northallerton - rates, rent, electricity, gas and water - 1 October-31 December 2013"
RPA,27/02/2014,Experian QAS Ltd,"72,703.96",Quick Address licence renewal - 28 February 2014-28 February 2015
RPA,24/02/2014,Food Standards Agency,"53,325.64",Cattle passports work - December 2013
RPA,05/02/2014,IBM,"915,659.60",Rural Payments Agency Defra Information Technology Base Services - January 2014
RPA,14/02/2014,IBM,"932,543.12",Rural Payments Agency Defra Information Technology Base Services - February 2014
RPA,26/02/2014,IBM,"56,801.92",Changes to the Animal Movement Licensing System eartag system
RPA,26/02/2014,IBM,"53,467.26","Complaints, Appeals, Sharepoint and Guidance project milestones and retention payment"
RPA,25/02/2014,IBM,"84,580.91",Ultra-thin client replacement project - January 2014
RPA,27/02/2014,IBM,"124,840.10",Ultra-thin client replacement project - 29 November-27 December 2013
RPA,07/02/2014,InfoTech Enterprises Europe Ltd,"180,921.60",Digitisation of land parcels in Rural Land Register for Proactive Land Change Detection - December 2013
RPA,19/02/2014,InfoTech Enterprises Europe Ltd,"59,970.92",Digitisation of land parcels in Rural Land Register - January 2014
RPA,20/02/2014,InfoTech Enterprises Europe Ltd,"206,937.91",Proactive Land Change Detection - January 2014
RPA,17/02/2014,ORC International,"35,821.20",Rural Payments Agency Customer Satisfaction Survey Quarter 2
RPA,21/02/2014,Redfern Travel Ltd,"125,258.73",Travel costs incurred as per the Government Procurement Service contract - January 2014
RPA,05/02/2014,Software AG (UK) Ltd,"266,653.20",E- Channel Project Core Support - December 2013 and Professional Services quarterly payment
RPA,26/02/2014,Specialist Computer Centres Ltd,"219,943.80",Fifty handheld inspection devices and annual support and maintenance (SmartNet) - May 2013-May 2016
RPA,26/02/2014,Specialist Computer Centres Ltd,"290,325.82",66 Handheld inspection devices and annual support and maintenance (SmartNet) - May 2013-May 2016
RPA,18/02/2014,TIBCO Software Inc,"162,564.51",Tibco annual support and maintenance - 24 February 2014-23 February 2015
RPA,19/02/2014,Temple Management Training,"28,692.00","Chartered Quality Institute Course Fee, exams and membership fees - 22 learners"
RPA,28/02/2014,Trustmarque Solutions,"44,210.43",Citrix licenses
RPA,17/02/2014,Vodafone,"29,160.00",Voice recognition software for the British Cattle Movement Service - 1 January-31 March 2014
AHDB,25/02/2014,SAC Commercial Ltd,"26,613.75","Research Partnership to establish Retail Price Index on Grassland, Forage and Soil - January 2014"
AHDB,17/02/2014,XLVet Training Services Ltd,"27,398.00",Human Resources and Corporate Services - Rural Development Programme for England (RDPE) Defra Specification 12: Agricultural Animal Health and Welfare Claim - Training delivery service
AHDB,17/02/2014,XLVet Training Services Ltd,"31,753.75",Human Resources and Corporate Services - Rural Development Programme for England (RDPE Defra Specification 13: Endemic Diseases in Livestock - Training delivery service
AHDB,17/02/2014,NIAB,"33,615.52",Home-Grown Cereals Authority (HGCA) - Recommended List Project - Grain Quality (Barley and Wheat)
AHDB,25/02/2014,NIAB,"45,781.55",Home-Grown Cereals Authority (HGCA) - Recommended List Project - Crops Test and Trials
AHDB,25/02/2014,University of Nottingham,"46,123.00",DairyCo - Nottingham University Research Partnership on Dairy Cattle Health - January 2014 costs
AHDB,17/02/2014,F4F Agriculture,"50,965.00",Home-Grown Cereals Authority (HGCA) - E-grain Passport - Interim Payment for project costs associated with Phase 1 - System Build and Testing
AHDB,17/02/2014,Traineast Ltd,"51,104.25",Human Resources and Corporate Services - Rural Development Programme for England (RDPE Specification 7: Knowledge Transfer of Advanced Technical Skills in Crops (Advanced technical/Advanced management)
AHDB,25/02/2014,OMD UK Ltd,"153,153.00",British Pig Executive (BPEX) - Advertising ? Approved spend under Marketing/Advertising Spending Controls.  Airtime on Channel 4 - January 2014.
MMO,12/02/2014,Redfern Travel Ltd,"43,728.37",Marine Management Organisation - Redfern travel bill - January 2014
MMO,12/02/2014,Shared Services Connected Ltd,"42,153.72",Fixed monthly charge for shared services work - February 2014
MMO,26/02/2014,National Audit Office,"27,500.00",Audit of the Marine Management Organisation 2013-14 accounts - final fee
MMO,10/02/2014,C E F A S,"76,170.00",Marine Management Organisation Dredging Guidance - June-September 2013
MMO,06/02/2014,Niras Consulting Ltd,"27,179.87",'A Strategic Approach to Cumulative Effects' - interim report
MMO,06/02/2014,D T Z,"77,590.56",Marine Management Organisation estate charges - 2013-14 Quarter 3
MMO,10/02/2014,Directflight Ltd,"37,261.48",Marine Management aerial surveillance hours incurred in relation to coastal enforcement - January 2014
MMO,04/02/2014,Ministry Of Defence,"500,000.00",Marine Management Organisation offshore surveillance hours incurred in relation to coastal enforcement - 2013-14 Quarter 3
MMO,18/02/2014,The Scottish Government,"78,151.95",Marine Management Organisation aerial surveillance hours incurred in relation to coastal enforcement - 2013-14 Quarter 3
MMO,18/02/2014,The Scottish Government,"32,080.17",Running costs for the UK Marine Monitoring Centre - 2013-14 Quarter 3
MMO,24/02/2014,DEFRA,"417,784.80",Recharges for IBM services - August-October 2013
MMO,10/02/2014,DEFRA,"828,390.00","Centre for Environment, Fisheries and Aquaculture Science Higher Level Agreement projects charges - 2013-14 Quarter 1"
MMO,28/02/2014,National Federation of Fishermens Organisations,"30,610.93",Fisheries Challenge Fund grant payment
MMO,28/02/2014,Clovelly Estate Co Ltd,"107,724.70",European Fisheries Fund grant payment
MMO,18/02/2014,C E F A S,"45,955.76",European Fisheries Fund grant payment
MMO,20/02/2014,Mick Grime Shellfish Ltd,"32,790.80",European Fisheries Fund grant payment
MMO,04/02/2014,Sea Fish Industry Authority,"40,241.28",European Fisheries Fund grant payment
MMO,04/02/2014,Falfish Limited,"143,814.40",European Fisheries Fund grant payment
MMO,04/02/2014,Port of Blyth,"114,255.91",European Fisheries Fund grant payment
MMO,04/02/2014,C E F A S,"128,650.36",European Fisheries Fund grant payment
MMO,28/02/2014,Mevagissey Harbour Trustees,"28,762.88",European Fisheries Fund grant payment
MMO,28/02/2014,Lynn Shellfish Limited,"30,920.00",European Fisheries Fund grant payment
MMO,28/02/2014,Jack Wright (Fleetwood) Ltd,"48,000.00",European Fisheries Fund grant payment
FERA,04/02/2014,Dtz **Do Not Use See Capi203**,"30,855.67",Establishment and depreciation charges
FERA,06/02/2014,Scottish Government,"26,214.00",Variety testing for National Listing and Plant Breeders Rights Services - Quarter 2 (September-December 2013) 
FERA,06/02/2014,'D E F R A,"152,364.00","Defra Agency Recharge - Pay and Reward, Resourcing, Human Resources Policy, Next Generation Human Resources Expert Services - 2013-14"
FERA,11/02/2014,Dhl International Uk Ltd,"27,582.15",Shipping - 929 shipments to various locations
FERA,13/02/2014,Nikon Uk Ltd,"33,980.40",Seven of each of Digital Camera Heads; Camera Control Units; Camera Cables; AC Adapters; USB three-metre Cables; USB Optical Scroll Mice; and Power Cords for Plant Protection Programme
FERA,13/02/2014,National Westminster Bank Plc,"111,443.78",National Westminster Bank Plc Government Procurement Card usage for Fera - February 2014
FERA,18/02/2014,Shepherd Engineering Services,"84,211.01",Capital expenditure on the Sand Hutton estate in respect of drainage
FERA,18/02/2014,T S Booker & Son (Manufacturing) Ltd,"84,364.08",Contract to build a scientific workbench for a purpose-built Liquid Chromatography Mass Spectrometry laboratory
FERA,18/02/2014,Niab,"25,066.88",Invoice for the National Institute of Agricultural Botany for Routine Services
FERA,18/02/2014,'D E F R A,"412,805.00",IBM Defra Agency Recharge
FERA,20/02/2014,Insight Direct (Uk) Ltd,"27,522.72",120 Thin Client PCs for hardware refresh
FERA,20/02/2014,Forest Research,"48,417.10",Tree Alert redevelopment
FERA,24/02/2014,Dtz **Do Not Use See Capi203**,"1,227,747.42",Quarter 2 estates expenditure charged in arrears (includes adjustments for Stafford and Cambridge Quarter 1)
FERA,24/02/2014,Dtz **Do Not Use See Capi203**,"1,026,916.77","Expenditure charged in arrears - for Sand Hutton, Cambridge, Plant Health Seeds Inspectorate, Government Decontamination Service - 2013-14 Quarter 3 "
FERA,24/02/2014,Agrobase Logigram Sarl,"45,272.91","Sixty percent share of Homologa licence sales.  FERA os the UK distributor of Homologa, which is a global pesticide approval system."
AHVLA,24/02/2014,XL FARMCARE MIDLANDS LTD~114213469,"166,709.27",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,SHIRES VETERINARY PRACTICE~729419117,"26,719.96",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,HOOK NORTON VETERINARY GROUP LLP~349395120,"27,455.17",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,11/02/2014,Food Standards Agency,"54,532.42",Cattle reactor cases to be recharged to Defra
AHVLA,11/02/2014,Food Standards Agency,"36,354.44",Cattle slaughter cases to be recharged to Defra
AHVLA,11/02/2014,Food Standards Agency,"30,035.70",Cattle reactor cases to be recharged to Defra
AHVLA,25/02/2014,Calder Conferences Ltd,"27,324.73","82 staff for the One Scotland Conference at Beardmore Hotel and Conference Centre, Glasgow - 13-15 January 2014"
AHVLA,25/02/2014,DEFRA,"2,990,903.00",Defra central recharge re. IBM services - August-October 2013
AHVLA,17/02/2014,DEFRA,"673,678.00",Defra central recharge re. Human Resource services - 2013-14
AHVLA,21/02/2014,Promotional Logistics Ltd,"27,527.00",Printhouse Interface - Daily Sam mailings - 2013-14 - Letters produced on a daily basis from the Sam system.
AHVLA,05/02/2014,IBM United Kingdom Ltd,"47,343.87",Animal Health and Veterinary Laboratories Agency Fera Onboarding Exchange and Blackberry (Workstream 4) 
AHVLA,05/02/2014,IBM United Kingdom Ltd,"78,614.60",Animal Health and Veterinary Laboratories Agency Fera Onboarding (Workstream 3) 
AHVLA,27/02/2014,Genus Breeding Ltd.,"25,633.90",Provision of services for vaccinations in the event of an emergency
AHVLA,21/02/2014,Genus Breeding Ltd.,"25,633.90",Provision of services for vaccinations in the event of an emergency
AHVLA,24/02/2014,ST. DAVID'S FARM LTD~826206836,"31,142.18",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,SHEPTON VETERINARY GROUP LTD~130121542,"30,589.62",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,CASTLE VETERINARY GROUP LTD~807674214,"34,734.92",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,SOUTH MOOR LTD T/A SOUTHMOOR VETS~141491191,"25,815.46",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,TYNDALE VETS LTD~713119763,"36,076.47",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,FRIARS MOOR VETERINARY CLINIC LTD~185442352,"29,741.87",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,SYNERGY FARM HEALTH LTD~979392255,"52,949.86",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,George Veterinary Group~137680257,"28,889.52",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,TORCH FARM AND EQUINE LTD~136138523,"48,958.46",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,NORTH PARK VETERINARY GROUP LTD~141110144,"28,247.85",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,07/02/2014,Barclaycard Business Issuing,"56,884.93",Animal Health and Veterinary Laboratories Agency invoice for purchases made through Barclaycard - January 2014.
AHVLA,13/02/2014,Redfern Travel Ltd,"107,973.66",Payment of travel charges - January 2014
AHVLA,24/02/2014,PRIORY VETERINARY LTD.~122926971,"26,695.40",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,MAES GLAS VETERINARY GROUP~033777847,"26,988.54",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,Nantwich Veterinary Group~278632327,"41,507.08",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,MILFEDDYGON DOLGELLAU CYF~161477853,"26,932.03",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,Garston Veterinary Group~138488923,"25,396.38",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,The Vale Veterinary Group~141003340,"30,599.59",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,MILFEDDYGON Y WERN/ WERN VETERINAR~159252551,"31,624.65",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,The Willows Veterinary Group~159052757,"30,491.44",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,24/02/2014,Penbode Veterinary Group~143290584,"60,030.52",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency
AHVLA,27/02/2014,D T Z,"83,005.93",Facilities Management charges:quarterly in arrears (Cardiff) - 01 July-30 September 2013
AHVLA,27/02/2014,D T Z,"42,181.34",Facilities Managemen quarterly in arrears (Carlisle) - 1 October-31 December 2013 
AHVLA,27/02/2014,D T Z,"41,889.08",Facilities Managemen quarterly in arrears (Worcester) - 1 October-31 December 2013
AHVLA,27/02/2014,D T Z,"79,032.15",Facilities Managemen quarterly in arrears (Reigate) - 1 October-31 December 2013
AHVLA,27/02/2014,D T Z,"78,458.83",Facilities Managemen quarterly in arrears (Gloucester) - 1 October-31 December 2013
AHVLA,27/02/2014,D T Z,"69,107.30",Facilities Managemen quarterly in arrears (Carmarthen) - 1 October-31 December 2013
AHVLA,27/02/2014,D T Z,"29,838.04",Facilities Managemen core charges (Truro) - April-September 2013 
AHVLA,07/02/2014,University Of Exeter,"57,000.00",Post Doctoral Internship - 1 February 2013-31 January 2014
AHVLA,07/02/2014,The Royal Veterinary College,"36,892.55","Provision of veterinary surveillance, diagnostic necropsy and laboratory testing services - 1 October-31 December 2013"
AHVLA,27/02/2014,D T Z,"81,770.26",Facilities Management charges quarterly in arrears (Penicuik) - 01 October 2013-31 December 2013
AHVLA,27/02/2014,D T Z,"189,671.22",Facilities Management core charges (Weybridge) - April-September 2013 
AHVLA,27/02/2014,D T Z,"409,055.89",Facilities Management core charges (Weybridge) - November 2013
AHVLA,27/02/2014,D T Z,"409,055.89",Facilities Management core charges (Weybridge) - January 2014
AHVLA,27/02/2014,D T Z,"28,823.61",Facilities Management quarterly in arrears (Sutton Bonington) - 1 October-31 December 2013 
AHVLA,27/02/2014,D T Z,"25,388.84",Facilities Management quarterly in arrears (Thirsk) - 1 July-30 September 2013
AHVLA,27/02/2014,D T Z,"31,672.33",Facilities Management quarterly in arrears (Shrewsbury) - 1 October -31 December 2013 
AHVLA,27/02/2014,D T Z,"409,055.89",Facilities Management core charges (Weybridge) - December 2013.
AHVLA,27/02/2014,D T Z,"409,055.89",Facilities Managemen core charges (Weybridge) - October 2013.
AHVLA,17/02/2014,DEFRA,"176,383.36",Defra central recharge re. Interserve estates passthrough costs - 2013-14 Quarter 1
AHVLA,27/02/2014,D T Z,"1,496,107.25",Facilities Management charges quarterly in arrears (Weybridge) - 01 October-31 December 2013 
AHVLA,27/02/2014,D T Z,"40,665.97",Establishment costs (Weybridge) - February 2014 
AHVLA,05/02/2014,L G C Limited,"70,410.60",Transmissible Spongiform Encephalopathies (TSE) samples for December 2013
AHVLA,07/02/2014,DX Network Services Ltd,"25,804.10",Movement of samples for the fallen stock project - January 2014
AHVLA,05/02/2014,A D A S UK Ltd,"75,375.00",BGC (Bacillus Calmette-Guerin) Vaccine Safety Study in Lactating Cows covering the period from 1 May 2013-31 May 2014 - third staged payment
AHVLA,27/02/2014,S F W Ltd,"34,438.36",Managed Services and Applications Support Service Costs - 1 January-31 March 2014
AHVLA,17/02/2014,DEFRA,"778,098.68",Value Added Tax Payover - 2013-14 Quarter 3
AHVLA,27/02/2014,D T Z,"81,354.17",Facilities Management charges quarterly in arrears (Nobel House) - 01 October-31 December 2013 
Seafish,06/02/2014,Selex Elsag,"68,485.20",V2 tracking device and Research and Development - Airtime payment on the Inshore Vessel Monitoring System (VMS) project
Seafish,25/02/2014,Lancaster London,"29,365.33",Outstanding balance on contract for hosting Fish and Chip Awards 2014
Seafish,27/02/2014,British Nutrition Foundation,"26,722.80",50% print materials/50% fee for video production for Welsh Education Kits
NE,03/02/2014,Penny Anderson Associates Ltd,"35,945.54","Improving evidence-based guidance relating to favourable condition for priority habitats, Sites of Special Scientific Interest, and Special Areas of Conservation"
NE,05/02/2014,Cadence Partnership LLP,"27,000.00",Provision of programme leadership and specialist programme office support for the Strategic Alignment activity - 31 October 2013
NE,05/02/2014,Cadence Partnership LLP,"26,055.60",For the provision of programme leadership and specialist programme office support for the Strategic Alignment activity - 30 November 2013
NE,05/02/2014,Groundwork Solent Ltd,"36,480.56",Make a Difference - Groundwork Solent grant - 2013-14
NE,05/02/2014,Groundwork Solent Ltd,"28,017.60",Make a Difference - Groundwork Solent grant - 2013-14
NE,05/02/2014,Joint Nature Conservation Committee,"165,709.00",Provide final advice and report on Falmouth Bay to St Austell Bay; advice on little gull for Liverpool Bay; outer Thames Estuary and Greater Wash; on cormorant for Liverpool Bay update; and finalise reports on Solway Firth and Greater Wash
NE,07/02/2014,Browne Jacobson,"199,978.55",Legal services - Lands tribunal reference - 13 November 2013-20 January 2014
NE,07/02/2014,Browne Jacobson,"46,515.72",Legal services - Lands tribunal reference - 04 November 2013-21 January 2014
NE,07/02/2014,Eden Rivers Trust,"250,000.00",River Eden and Tributaries Site of Special Scientific Interest - River Restoration Demonstration Projects grant
NE,07/02/2014,Eden Rivers Trust,"30,000.00",River Eden and Tributaries: River Caldew Hydro Morphology Management Project - Memorandum of Agreement
NE,11/02/2014,Royal Bank Of Scotland,"481,281.75",Monthly payment for Government Procurement Card expenditure - February 2014
NE,11/02/2014,Shared Services Connected Ltd,"231,214.38",Shared Services charges ? February 2014
NE,13/02/2014,A D A S UK Ltd,"34,182.00",Catchment Sensitive Farming - Whole Farm Plan - 2013-14
NE,13/02/2014,Apem Ltd,"82,464.00",Infauna analysis for the Isles of Scilly Special Area of Conservation Grab Survey
NE,13/02/2014,Atos IT Services UK Ltd,"29,521.62",Application development costs for the Genesis IT System - Casework Management Reports
NE,13/02/2014,D T Z,"86,295.04",Rates for the Bristol office - October-December 2013
NE,13/02/2014,D T Z,"65,832.70",Rates for the Winchester office - October-December 2013
NE,13/02/2014,D T Z,"58,064.74",Rates for the Leeds office (Queen Street) - October-December 2013
NE,13/02/2014,D T Z,"53,171.90",Rates for the Telford Office - October-December 2013
NE,13/02/2014,D T Z,"51,588.55",Rates for the Peterborough office (Unex House) - October-December 2013
NE,13/02/2014,D T Z,"49,922.27",Rates for the Exeter office - October-December 2013
NE,13/02/2014,D T Z,"45,853.93",Rates for the Norwich office - October-December 2013
NE,13/02/2014,D T Z,"45,453.51",Rates for the Newcastle office (Lancaster House) - October-December 2013
NE,13/02/2014,D T Z,"43,456.53",Rates for the Ashford office - October-December 2013
NE,13/02/2014,D T Z,"39,151.82",Rates for the Manchester office - October-December 2013
NE,13/02/2014,D T Z,"31,765.28",Rates for the Kendal office - October-December 2013
NE,13/02/2014,D T Z,"28,899.12",Rates for the York office - October-December 2013
NE,13/02/2014,D T Z,"-25,050.19",Rates for the Taunton office - October-December 2013 - credit
NE,13/02/2014,Groundwork North East.,"35,662.82",Access to Nature Grant - Developing Forest Schools of Excellence in Natural England - 2013-14
NE,13/02/2014,Sheffield City Council,"31,649.09",Wild in our Woods grant - 2013-14
NE,17/02/2014,Atos IT Services UK Ltd,"888,540.00","Charge for hosting, support and development of the Genesis IT System - January 2014"
NE,17/02/2014,Atos IT Services UK Ltd,"128,587.94",Application development costs for the Genesis IT System - Casework Management Data Migration
NE,17/02/2014,Atos IT Services UK Ltd,"50,785.20",Application development costs for the Genesis IT System - Casework Management Application Development: change request for Milestone 14
NE,17/02/2014,R S P B,"206,245.00",Memorandum of Agreement - Action for Birds in England (AfBIE) research
NE,19/02/2014,Marlborough Downs NIA,"50,000.00",Nature Improvement Area Grant - Marlborough Downs - 2013-14
NE,19/02/2014,The Woodland Trust,"164,831.74",Access to Nature Grant - VisitWoods - 2013-14
NE,21/02/2014,Atos IT Services UK Ltd,"46,947.60",Application development costs for the Genesis IT System - Casework Management Test Resource
NE,21/02/2014,D T Z,"277,618.55",Rent for the Cambridge office - October-December 2013
NE,21/02/2014,D T Z,"140,909.58",Rates for the Nottingham office (Apex Court) - October-December 2013
NE,25/02/2014,A D A S UK Ltd,"32,070.00","Catchment Sensitive Farming - Whole Farm Plan, Standard Activity - 2013-14"
NE,25/02/2014,Atos IT Services UK Ltd,"116,359.46",Catchment Sensitive Farming - Reporter - January 2014
NE,25/02/2014,DEFRA,"5,247,609.60",Charge for IT service provision - August-October 2013
NE,25/02/2014,Environment Agency,"52,200.00",Collaborative Agreement for access to Geographical and Inspire updates - Phase 3
NE,25/02/2014,Peak District National Park Auth,"30,000.00",Moors for the Future Memorandum of Agreement - Project Addendum - 2013-14
NE,27/02/2014,National Audit Office,"55,000.00",Preparatory work and December 2013 Interim Audit.
NE,27/02/2014,Redfern Travel Ltd,"371,545.87",Monthly charge for rail travel costs - February 2014
KEW,31/10/2013, CORONA ENERGY RETAIL 4 LIMITED,"975,250.00",Settlement for under-billed gas charges between 2007 and 2012
KEW,22/01/2014,Norland Managed Services Ltd,"191,194.76",Planned maintenance contract charges - December 2013
KEW,11/02/2014,Kier Facilities Services,"84,047.50",Water treatment services for Kew Gardens
KEW,23/12/2013,AON LIMITED,"80,481.79",Annual public liability insurance charges - 2014-15
KEW,10/01/2014,EDF Energy Customers plc ,"69,812.33",Electricity charges -  December 2013
